district,fiscal_year,check,name,car,audited,gap,gap_pct,flag
Iowa City CSD,2022,C6_rollforward,CAR begin = prior CAR end,15726539.3,15726539.3,0.0,0.0,
Iowa City CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,15726539.3,15890150.0,-163610.7,-1.03,
Iowa City CSD,2022,C8_net_change,Net change in fund balance,-5770449.86,-5827096.0,56646.14,-0.97,
Iowa City CSD,2023,C1_ending,Ending GF fund balance,10994917.44,10151221.0,843696.44,8.31,Y
Iowa City CSD,2023,C2_available,Available (unassigned+assigned),6410331.4,4960343.0,1449988.4,29.23,Y
Iowa City CSD,2023,C10_revenue,GF revenue,210325374.4,209488033.0,837341.4,0.4,
Iowa City CSD,2023,C11_expenditure,GF expenditure,209286546.4,207876297.0,1410249.4,0.68,
Iowa City CSD,2023,C13_margin,Operating margin %,0.49,0.77,-0.28,,
Iowa City CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,5.25,4.88,0.37,,
Iowa City CSD,2023,C17_solvency,Solvency ratio %,3.05,2.45,0.6,,
Iowa City CSD,2023,C14_cash,GF operating cash,17307039.44,19012680.0,-1705640.56,-8.97,Y
Iowa City CSD,2023,C15_days_cash,Days cash on hand,30.18,33.38,-3.2,,Y
Iowa City CSD,2023,C6_rollforward,CAR begin = prior CAR end,9956089.44,9956089.44,0.0,0.0,
Iowa City CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,9956089.44,10063054.0,-106964.56,-1.06,
Iowa City CSD,2023,C8_net_change,Net change in fund balance,1038828.0,88167.0,950661.0,1078.25,Y
Johnston CSD,2018,C6_rollforward,CAR begin = prior CAR end,14744019.0,14744019.0,0.0,0.0,
Johnston CSD,2019,C6_rollforward,CAR begin = prior CAR end,15885482.01,15885482.0,0.01,0.0,
Johnston CSD,2020,C1_ending,Ending GF fund balance,12146145.46,12146145.0,0.46,0.0,
Johnston CSD,2020,C10_revenue,GF revenue,82789930.32,82568683.0,221247.32,0.27,
Johnston CSD,2020,C11_expenditure,GF expenditure,84959178.73,84937989.0,21189.73,0.02,
Johnston CSD,2020,C13_margin,Operating margin %,-2.62,-2.87,0.25,,
Johnston CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,14.3,14.3,-0.0,,
Johnston CSD,2020,C6_rollforward,CAR begin = prior CAR end,14315393.87,14315393.87,0.0,0.0,
Johnston CSD,2021,C1_ending,Ending GF fund balance,15971161.11,15971161.0,0.11,0.0,
Johnston CSD,2021,C10_revenue,GF revenue,90407692.24,90297900.0,109792.24,0.12,
Johnston CSD,2021,C11_expenditure,GF expenditure,86582676.59,85982677.0,599999.59,0.7,
Johnston CSD,2021,C13_margin,Operating margin %,4.23,4.78,-0.55,,
Johnston CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,18.45,18.57,-0.13,,
Johnston CSD,2021,C6_rollforward,CAR begin = prior CAR end,12146145.46,12146145.46,0.0,0.0,
Johnston CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,12146145.46,12146145.0,0.46,0.0,
Johnston CSD,2021,C8_net_change,Net change in fund balance,3825015.65,3825016.0,-0.35,-0.0,
Johnston CSD,2022,C1_ending,Ending GF fund balance,21380621.81,21380621.0,0.81,0.0,
Johnston CSD,2022,C10_revenue,GF revenue,93694508.69,93296992.0,397516.69,0.43,
Johnston CSD,2022,C11_expenditure,GF expenditure,88285047.99,88285047.0,0.99,0.0,
Johnston CSD,2022,C13_margin,Operating margin %,5.77,5.37,0.4,,
Johnston CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,24.22,24.22,0.0,,
Johnston CSD,2022,C6_rollforward,CAR begin = prior CAR end,15971161.11,15971161.11,0.0,0.0,
Johnston CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,15971161.11,15971161.0,0.11,0.0,
Johnston CSD,2022,C8_net_change,Net change in fund balance,5409460.7,5409460.0,0.7,0.0,
Johnston CSD,2023,C1_ending,Ending GF fund balance,20773673.25,20773674.0,-0.75,-0.0,
Johnston CSD,2023,C2_available,Available (unassigned+assigned),15556694.33,15556695.0,-0.67,-0.0,
Johnston CSD,2023,C10_revenue,GF revenue,92234784.92,91883625.0,351159.92,0.38,
Johnston CSD,2023,C11_expenditure,GF expenditure,92841733.48,92841732.0,1.48,0.0,
Johnston CSD,2023,C13_margin,Operating margin %,-0.66,-1.04,0.38,,
Johnston CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,22.38,22.38,-0.0,,
Johnston CSD,2023,C17_solvency,Solvency ratio %,16.87,17.59,-0.72,,
Johnston CSD,2023,C14_cash,GF operating cash,28018394.69,28018395.0,-0.31,-0.0,
Johnston CSD,2023,C15_days_cash,Days cash on hand,110.15,110.15,-0.0,,
Johnston CSD,2023,C6_rollforward,CAR begin = prior CAR end,21380621.81,21380621.81,0.0,0.0,
Johnston CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,21380621.81,21380621.0,0.81,0.0,
Johnston CSD,2023,C8_net_change,Net change in fund balance,-606948.56,-606947.0,-1.56,0.0,
Linn-Mar CSD,2018,C6_rollforward,CAR begin = prior CAR end,10394825.0,10394825.0,0.0,0.0,
Linn-Mar CSD,2019,C6_rollforward,CAR begin = prior CAR end,9971656.07,9971656.0,0.07,0.0,
Linn-Mar CSD,2020,C1_ending,Ending GF fund balance,11059392.92,11059342.0,50.92,0.0,
Linn-Mar CSD,2020,C10_revenue,GF revenue,88965473.33,88946908.0,18565.33,0.02,
Linn-Mar CSD,2020,C11_expenditure,GF expenditure,87766217.17,87749848.0,16369.17,0.02,
Linn-Mar CSD,2020,C13_margin,Operating margin %,1.35,1.35,-0.0,,
Linn-Mar CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,12.6,12.6,-0.0,,
Linn-Mar CSD,2020,C6_rollforward,CAR begin = prior CAR end,9860136.76,9860136.76,0.0,0.0,
Linn-Mar CSD,2021,C1_ending,Ending GF fund balance,13955155.78,13955156.0,-0.22,-0.0,
Linn-Mar CSD,2021,C10_revenue,GF revenue,96748465.67,96735391.0,13074.67,0.01,
Linn-Mar CSD,2021,C11_expenditure,GF expenditure,93852702.81,93635341.0,217361.81,0.23,
Linn-Mar CSD,2021,C13_margin,Operating margin %,2.99,3.2,-0.21,,
Linn-Mar CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,14.87,14.9,-0.03,,
Linn-Mar CSD,2021,C6_rollforward,CAR begin = prior CAR end,11059392.92,11059392.92,0.0,0.0,
Linn-Mar CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,11059392.92,11059342.0,50.92,0.0,
Linn-Mar CSD,2021,C8_net_change,Net change in fund balance,2895762.86,2895814.0,-51.14,-0.0,
Linn-Mar CSD,2022,C1_ending,Ending GF fund balance,12313088.23,12313088.0,0.23,0.0,
Linn-Mar CSD,2022,C10_revenue,GF revenue,99597114.27,99507635.0,89479.27,0.09,
Linn-Mar CSD,2022,C11_expenditure,GF expenditure,101239181.82,101160128.0,79053.82,0.08,
Linn-Mar CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,12.16,12.17,-0.01,,
Linn-Mar CSD,2022,C6_rollforward,CAR begin = prior CAR end,13955155.78,13955155.78,0.0,0.0,
Linn-Mar CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,13955155.78,13955156.0,-0.22,-0.0,
Linn-Mar CSD,2022,C8_net_change,Net change in fund balance,-1642067.55,-1642068.0,0.45,-0.0,
Linn-Mar CSD,2023,C1_ending,Ending GF fund balance,7069548.84,7069549.0,-0.16,-0.0,
Linn-Mar CSD,2023,C2_available,Available (unassigned+assigned),6401869.79,6402633.0,-763.21,-0.01,
Linn-Mar CSD,2023,C10_revenue,GF revenue,99953620.06,99802728.0,150892.06,0.15,
Linn-Mar CSD,2023,C11_expenditure,GF expenditure,105197159.45,105031915.0,165244.45,0.16,
Linn-Mar CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,6.72,6.73,-0.01,,
Linn-Mar CSD,2023,C17_solvency,Solvency ratio %,6.4,6.67,-0.27,,
Linn-Mar CSD,2023,C14_cash,GF operating cash,15863721.49,16030820.0,-167098.51,-1.04,
Linn-Mar CSD,2023,C15_days_cash,Days cash on hand,55.04,55.71,-0.67,,
Linn-Mar CSD,2023,C6_rollforward,CAR begin = prior CAR end,12313088.23,12313088.23,0.0,0.0,
Linn-Mar CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,12313088.23,12313088.0,0.23,0.0,
Linn-Mar CSD,2023,C8_net_change,Net change in fund balance,-5243539.39,-5243539.0,-0.39,0.0,
Muscatine CSD,2018,C6_rollforward,CAR begin = prior CAR end,13622102.0,13622102.0,0.0,0.0,
Muscatine CSD,2019,C6_rollforward,CAR begin = prior CAR end,13705678.81,13705679.0,-0.19,-0.0,
Muscatine CSD,2020,C1_ending,Ending GF fund balance,11135845.47,11135845.0,0.47,0.0,
Muscatine CSD,2020,C10_revenue,GF revenue,54935352.43,54928725.0,6627.43,0.01,
Muscatine CSD,2020,C11_expenditure,GF expenditure,56564822.16,56564823.0,-0.84,-0.0,
Muscatine CSD,2020,C13_margin,Operating margin %,-2.97,-2.98,0.01,,
Muscatine CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,19.69,19.69,0.0,,
Muscatine CSD,2020,C6_rollforward,CAR begin = prior CAR end,12765315.2,12765315.2,0.0,0.0,
Muscatine CSD,2021,C1_ending,Ending GF fund balance,10892432.44,10892432.0,0.44,0.0,
Muscatine CSD,2021,C10_revenue,GF revenue,56421656.81,56363815.0,57841.81,0.1,
Muscatine CSD,2021,C11_expenditure,GF expenditure,56665069.84,56650584.0,14485.84,0.03,
Muscatine CSD,2021,C13_margin,Operating margin %,-0.43,-0.51,0.08,,
Muscatine CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,19.22,19.23,-0.0,,
Muscatine CSD,2021,C6_rollforward,CAR begin = prior CAR end,11135845.47,11135845.47,0.0,0.0,
Muscatine CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,11135845.47,11135845.0,0.47,0.0,
Muscatine CSD,2021,C8_net_change,Net change in fund balance,-243413.03,-243413.0,-0.03,0.0,
Muscatine CSD,2022,C1_ending,Ending GF fund balance,11939086.97,11939087.0,-0.03,-0.0,
Muscatine CSD,2022,C10_revenue,GF revenue,59235188.58,59183176.0,52012.58,0.09,
Muscatine CSD,2022,C11_expenditure,GF expenditure,58188534.05,57712786.0,475748.05,0.82,
Muscatine CSD,2022,C13_margin,Operating margin %,1.77,2.48,-0.71,,
Muscatine CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,20.52,20.69,-0.17,,
Muscatine CSD,2022,C6_rollforward,CAR begin = prior CAR end,10892432.44,10892432.44,0.0,0.0,
Muscatine CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,10892432.44,10892432.0,0.44,0.0,
Muscatine CSD,2022,C8_net_change,Net change in fund balance,1046654.53,1046655.0,-0.47,-0.0,
Muscatine CSD,2023,C1_ending,Ending GF fund balance,11406082.02,11406083.0,-0.98,-0.0,
Muscatine CSD,2023,C2_available,Available (unassigned+assigned),10372150.19,10372152.0,-1.81,-0.0,
Muscatine CSD,2023,C10_revenue,GF revenue,63162307.85,63094613.0,67694.85,0.11,
Muscatine CSD,2023,C11_expenditure,GF expenditure,63695312.8,60869319.0,2825993.8,4.64,Y
Muscatine CSD,2023,C13_margin,Operating margin %,-0.84,3.53,-4.37,,Y
Muscatine CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,17.91,18.74,-0.83,,
Muscatine CSD,2023,C17_solvency,Solvency ratio %,16.42,17.04,-0.62,,
Muscatine CSD,2023,C6_rollforward,CAR begin = prior CAR end,11939086.97,11939086.97,0.0,0.0,
Muscatine CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,11939086.97,11939087.0,-0.03,-0.0,
Muscatine CSD,2023,C8_net_change,Net change in fund balance,-533004.95,-533004.0,-0.95,0.0,
Pleasant Valley CSD,2018,C6_rollforward,CAR begin = prior CAR end,6439161.0,6439161.0,0.0,0.0,
Pleasant Valley CSD,2019,C6_rollforward,CAR begin = prior CAR end,6588244.16,6588244.0,0.16,0.0,
Pleasant Valley CSD,2020,C1_ending,Ending GF fund balance,8224173.86,8224174.0,-0.14,-0.0,
Pleasant Valley CSD,2020,C10_revenue,GF revenue,54193979.8,54168959.0,25020.8,0.05,
Pleasant Valley CSD,2020,C11_expenditure,GF expenditure,53023812.09,53008239.0,15573.09,0.03,
Pleasant Valley CSD,2020,C13_margin,Operating margin %,2.16,2.14,0.02,,
Pleasant Valley CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,15.51,15.51,-0.0,,
Pleasant Valley CSD,2020,C6_rollforward,CAR begin = prior CAR end,7054006.15,7054006.15,0.0,0.0,
Pleasant Valley CSD,2021,C1_ending,Ending GF fund balance,11337515.98,11337516.0,-0.02,-0.0,
Pleasant Valley CSD,2021,C10_revenue,GF revenue,59098608.72,58976783.0,121825.72,0.21,
Pleasant Valley CSD,2021,C11_expenditure,GF expenditure,55985266.6,55962993.0,22273.6,0.04,
Pleasant Valley CSD,2021,C13_margin,Operating margin %,5.27,5.11,0.16,,
Pleasant Valley CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,20.25,20.26,-0.01,,
Pleasant Valley CSD,2021,C6_rollforward,CAR begin = prior CAR end,8224173.86,8224173.86,0.0,0.0,
Pleasant Valley CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,8224173.86,8224174.0,-0.14,-0.0,
Pleasant Valley CSD,2021,C8_net_change,Net change in fund balance,3113342.12,3113342.0,0.12,0.0,
Pleasant Valley CSD,2022,C1_ending,Ending GF fund balance,11942859.71,11942859.0,0.71,0.0,
Pleasant Valley CSD,2022,C10_revenue,GF revenue,62339619.56,62108088.0,231531.56,0.37,
Pleasant Valley CSD,2022,C11_expenditure,GF expenditure,61734275.83,61741879.0,-7603.17,-0.01,
Pleasant Valley CSD,2022,C13_margin,Operating margin %,0.97,0.59,0.38,,
Pleasant Valley CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,19.35,19.34,0.0,,
Pleasant Valley CSD,2022,C6_rollforward,CAR begin = prior CAR end,11337515.98,11337515.98,0.0,0.0,
Pleasant Valley CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,11337515.98,11337516.0,-0.02,-0.0,
Pleasant Valley CSD,2022,C8_net_change,Net change in fund balance,605343.73,605343.0,0.73,0.0,
Pleasant Valley CSD,2023,C1_ending,Ending GF fund balance,12144859.75,12144860.0,-0.25,-0.0,
Pleasant Valley CSD,2023,C2_available,Available (unassigned+assigned),10648417.79,10648418.0,-0.21,-0.0,
Pleasant Valley CSD,2023,C10_revenue,GF revenue,64985649.08,64926259.0,59390.08,0.09,
Pleasant Valley CSD,2023,C11_expenditure,GF expenditure,64783649.04,64759789.0,23860.04,0.04,
Pleasant Valley CSD,2023,C13_margin,Operating margin %,0.31,0.26,0.05,,
Pleasant Valley CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,18.75,18.75,-0.01,,
Pleasant Valley CSD,2023,C17_solvency,Solvency ratio %,16.39,17.1,-0.71,,
Pleasant Valley CSD,2023,C14_cash,GF operating cash,18846406.04,18846407.0,-0.96,-0.0,
Pleasant Valley CSD,2023,C15_days_cash,Days cash on hand,106.18,106.22,-0.04,,
Pleasant Valley CSD,2023,C6_rollforward,CAR begin = prior CAR end,11942859.71,11942859.71,0.0,0.0,
Pleasant Valley CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,11942859.71,11942859.0,0.71,0.0,
Pleasant Valley CSD,2023,C8_net_change,Net change in fund balance,202000.04,202001.0,-0.96,-0.0,
Waterloo CSD,2018,C6_rollforward,CAR begin = prior CAR end,18894311.0,18894311.0,0.0,0.0,
Waterloo CSD,2019,C6_rollforward,CAR begin = prior CAR end,21610864.75,21610865.0,-0.25,-0.0,
Waterloo CSD,2020,C1_ending,Ending GF fund balance,18524155.11,18524155.0,0.11,0.0,
Waterloo CSD,2020,C10_revenue,GF revenue,137840747.96,136719805.0,1120942.96,0.82,
Waterloo CSD,2020,C11_expenditure,GF expenditure,139479620.27,138916971.0,562649.27,0.41,
Waterloo CSD,2020,C13_margin,Operating margin %,-1.19,-1.61,0.42,,
Waterloo CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,13.28,13.33,-0.05,,
Waterloo CSD,2020,C6_rollforward,CAR begin = prior CAR end,20163027.42,20163027.42,0.0,0.0,
Waterloo CSD,2021,C1_ending,Ending GF fund balance,29206916.26,29206917.0,-0.74,-0.0,
Waterloo CSD,2021,C10_revenue,GF revenue,152989010.14,152577513.0,411497.14,0.27,
Waterloo CSD,2021,C11_expenditure,GF expenditure,142306248.99,142306382.0,-133.01,-0.0,
Waterloo CSD,2021,C13_margin,Operating margin %,6.98,6.73,0.25,,
Waterloo CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,20.52,20.52,0.0,,
Waterloo CSD,2021,C6_rollforward,CAR begin = prior CAR end,18524155.11,18524155.11,0.0,0.0,
Waterloo CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,18524155.11,18524155.0,0.11,0.0,
Waterloo CSD,2021,C8_net_change,Net change in fund balance,10682761.15,10682762.0,-0.85,-0.0,
Waterloo CSD,2022,C1_ending,Ending GF fund balance,35307510.51,35307511.0,-0.49,-0.0,
Waterloo CSD,2022,C10_revenue,GF revenue,159442444.54,158718768.0,723676.54,0.46,
Waterloo CSD,2022,C11_expenditure,GF expenditure,153341850.29,152655437.0,686413.29,0.45,
Waterloo CSD,2022,C13_margin,Operating margin %,3.83,3.82,0.01,,
Waterloo CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,23.03,23.13,-0.1,,
Waterloo CSD,2022,C6_rollforward,CAR begin = prior CAR end,29206916.26,29206916.26,0.0,0.0,
Waterloo CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,29206916.26,29206917.0,-0.74,-0.0,
Waterloo CSD,2022,C8_net_change,Net change in fund balance,6100594.25,6100594.0,0.25,0.0,
Waterloo CSD,2023,C1_ending,Ending GF fund balance,35547900.34,35547899.0,1.34,0.0,
Waterloo CSD,2023,C2_available,Available (unassigned+assigned),3628095.24,32949086.0,-29320990.76,-88.99,Y
Waterloo CSD,2023,C10_revenue,GF revenue,160004013.01,159792553.0,211460.01,0.13,
Waterloo CSD,2023,C11_expenditure,GF expenditure,159763623.18,159641560.0,122063.18,0.08,
Waterloo CSD,2023,C13_margin,Operating margin %,0.15,0.09,0.06,,
Waterloo CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,22.25,22.27,-0.02,,
Waterloo CSD,2023,C17_solvency,Solvency ratio %,2.27,21.39,-19.12,,Y
Waterloo CSD,2023,C14_cash,GF operating cash,50070972.97,50068756.0,2216.97,0.0,
Waterloo CSD,2023,C15_days_cash,Days cash on hand,114.39,114.48,-0.08,,
Waterloo CSD,2023,C6_rollforward,CAR begin = prior CAR end,35307510.51,35307510.51,0.0,0.0,
Waterloo CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,35307510.51,35307511.0,-0.49,-0.0,
Waterloo CSD,2023,C8_net_change,Net change in fund balance,240389.83,240388.0,1.83,0.0,
Waukee CSD,2018,C6_rollforward,CAR begin = prior CAR end,11507999.0,11507999.0,0.0,0.0,
Waukee CSD,2019,C6_rollforward,CAR begin = prior CAR end,15610901.0,15610901.0,0.0,0.0,
Waukee CSD,2020,C1_ending,Ending GF fund balance,17223149.84,17223150.0,-0.16,-0.0,
Waukee CSD,2020,C10_revenue,GF revenue,122691747.81,122584934.0,106813.81,0.09,
Waukee CSD,2020,C11_expenditure,GF expenditure,123714100.0,123675598.0,38502.0,0.03,
Waukee CSD,2020,C13_margin,Operating margin %,-0.83,-0.89,0.06,,
Waukee CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,13.92,13.93,-0.0,,
Waukee CSD,2020,C6_rollforward,CAR begin = prior CAR end,18245502.03,18245502.03,0.0,0.0,
Waukee CSD,2021,C1_ending,Ending GF fund balance,18603049.46,18603050.0,-0.54,-0.0,
Waukee CSD,2021,C10_revenue,GF revenue,133760141.63,133363511.0,396630.63,0.3,
Waukee CSD,2021,C11_expenditure,GF expenditure,132380242.01,132262434.0,117808.01,0.09,
Waukee CSD,2021,C13_margin,Operating margin %,1.03,0.83,0.2,,
Waukee CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,14.05,14.07,-0.01,,
Waukee CSD,2021,C6_rollforward,CAR begin = prior CAR end,17223149.84,17223149.84,0.0,0.0,
Waukee CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,17223149.84,17223150.0,-0.16,-0.0,
Waukee CSD,2021,C8_net_change,Net change in fund balance,1379899.62,1379900.0,-0.38,-0.0,
Waukee CSD,2022,C1_ending,Ending GF fund balance,17332014.18,17180128.0,151886.18,0.88,
Waukee CSD,2022,C10_revenue,GF revenue,143374843.17,142894048.0,480795.17,0.34,
Waukee CSD,2022,C11_expenditure,GF expenditure,144645878.45,144288273.0,357605.45,0.25,
Waukee CSD,2022,C13_margin,Operating margin %,-0.89,-0.98,0.09,,
Waukee CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,11.98,11.91,0.08,,
Waukee CSD,2022,C6_rollforward,CAR begin = prior CAR end,18603049.46,18603049.46,0.0,0.0,
Waukee CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,18603049.46,18603050.0,-0.54,-0.0,
Waukee CSD,2022,C8_net_change,Net change in fund balance,-1271035.28,-1422922.0,151886.72,-10.67,
Waukee CSD,2023,C1_ending,Ending GF fund balance,19331625.73,19331625.0,0.73,0.0,
Waukee CSD,2023,C2_available,Available (unassigned+assigned),12663947.04,17643005.0,-4979057.96,-28.22,Y
Waukee CSD,2023,C10_revenue,GF revenue,158871723.12,158721023.0,150700.12,0.09,
Waukee CSD,2023,C11_expenditure,GF expenditure,156872111.57,156425252.0,446859.57,0.29,
Waukee CSD,2023,C13_margin,Operating margin %,1.26,1.45,-0.19,,
Waukee CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,12.32,12.36,-0.04,,
Waukee CSD,2023,C17_solvency,Solvency ratio %,7.97,11.58,-3.61,,Y
Waukee CSD,2023,C14_cash,GF operating cash,36503057.31,36503057.0,0.31,0.0,
Waukee CSD,2023,C15_days_cash,Days cash on hand,84.93,85.18,-0.24,,
Waukee CSD,2023,C6_rollforward,CAR begin = prior CAR end,17332014.18,17332014.18,0.0,0.0,
Waukee CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,17332014.18,17180128.0,151886.18,0.88,
Waukee CSD,2023,C8_net_change,Net change in fund balance,1999611.55,2151497.0,-151885.45,-7.06,
West Des Moines CSD,2018,C6_rollforward,CAR begin = prior CAR end,27310984.0,27310984.0,0.0,0.0,
West Des Moines CSD,2019,C6_rollforward,CAR begin = prior CAR end,20821694.68,20821695.0,-0.32,-0.0,
West Des Moines CSD,2020,C1_ending,Ending GF fund balance,17864712.39,17864713.0,-0.61,-0.0,
West Des Moines CSD,2020,C10_revenue,GF revenue,117173303.88,116944641.0,228662.88,0.2,
West Des Moines CSD,2020,C11_expenditure,GF expenditure,114572770.97,114446448.0,126322.97,0.11,
West Des Moines CSD,2020,C13_margin,Operating margin %,2.22,2.14,0.08,,
West Des Moines CSD,2020,C18_fb_pct_exp,Fund balance % of expenditure,15.59,15.61,-0.02,,
West Des Moines CSD,2020,C6_rollforward,CAR begin = prior CAR end,15264179.48,15264179.48,0.0,0.0,
West Des Moines CSD,2021,C1_ending,Ending GF fund balance,21127008.29,21127008.0,0.29,0.0,
West Des Moines CSD,2021,C10_revenue,GF revenue,125862221.1,125554087.0,308134.1,0.25,
West Des Moines CSD,2021,C11_expenditure,GF expenditure,122599925.2,121227543.0,1372382.2,1.13,Y
West Des Moines CSD,2021,C13_margin,Operating margin %,2.59,3.45,-0.86,,
West Des Moines CSD,2021,C18_fb_pct_exp,Fund balance % of expenditure,17.23,17.43,-0.2,,
West Des Moines CSD,2021,C6_rollforward,CAR begin = prior CAR end,17864712.39,17864712.39,0.0,0.0,
West Des Moines CSD,2021,C7_begin_vs_audit,CAR begin vs prior audited end,17864712.39,17864713.0,-0.61,-0.0,
West Des Moines CSD,2021,C8_net_change,Net change in fund balance,3262295.9,3262295.0,0.9,0.0,
West Des Moines CSD,2022,C1_ending,Ending GF fund balance,28473332.69,28473332.0,0.69,0.0,
West Des Moines CSD,2022,C10_revenue,GF revenue,129556114.48,129114481.0,441633.48,0.34,
West Des Moines CSD,2022,C11_expenditure,GF expenditure,122209790.08,121676880.0,532910.08,0.44,
West Des Moines CSD,2022,C13_margin,Operating margin %,5.67,5.76,-0.09,,
West Des Moines CSD,2022,C18_fb_pct_exp,Fund balance % of expenditure,23.3,23.4,-0.1,,
West Des Moines CSD,2022,C6_rollforward,CAR begin = prior CAR end,21127008.29,21127008.29,0.0,0.0,
West Des Moines CSD,2022,C7_begin_vs_audit,CAR begin vs prior audited end,21127008.29,21127008.0,0.29,0.0,
West Des Moines CSD,2022,C8_net_change,Net change in fund balance,7346324.4,7346324.0,0.4,0.0,
West Des Moines CSD,2023,C1_ending,Ending GF fund balance,32457075.58,32457077.0,-1.42,-0.0,
West Des Moines CSD,2023,C2_available,Available (unassigned+assigned),24913215.49,24913216.0,-0.51,-0.0,
West Des Moines CSD,2023,C10_revenue,GF revenue,132435717.03,132142293.0,293424.03,0.22,
West Des Moines CSD,2023,C11_expenditure,GF expenditure,128451974.14,128230859.0,221115.14,0.17,
West Des Moines CSD,2023,C13_margin,Operating margin %,3.01,2.96,0.05,,
West Des Moines CSD,2023,C18_fb_pct_exp,Fund balance % of expenditure,25.27,25.31,-0.04,,
West Des Moines CSD,2023,C17_solvency,Solvency ratio %,18.81,19.48,-0.67,,
West Des Moines CSD,2023,C14_cash,GF operating cash,35140963.02,35140963.0,0.02,0.0,
West Des Moines CSD,2023,C15_days_cash,Days cash on hand,99.85,100.03,-0.17,,
West Des Moines CSD,2023,C6_rollforward,CAR begin = prior CAR end,28473332.69,28473332.69,0.0,0.0,
West Des Moines CSD,2023,C7_begin_vs_audit,CAR begin vs prior audited end,28473332.69,28473332.0,0.69,0.0,
West Des Moines CSD,2023,C8_net_change,Net change in fund balance,3983742.89,3983745.0,-2.11,-0.0,
Ankeny CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.0,,,
Ankeny CSD,2021,C22_timeliness,Audit lag (months after FYE),,6.7,,,
Ankeny CSD,2022,C22_timeliness,Audit lag (months after FYE),,4.5,,,
Ankeny CSD,2023,C22_timeliness,Audit lag (months after FYE),,4.5,,,
Burlington CSD,2020,C22_timeliness,Audit lag (months after FYE),,8.5,,,
Burlington CSD,2021,C22_timeliness,Audit lag (months after FYE),,8.8,,,
Burlington CSD,2022,C22_timeliness,Audit lag (months after FYE),,9.1,,,
Burlington CSD,2023,C22_timeliness,Audit lag (months after FYE),,8.4,,,
Cedar Rapids CSD,2020,C22_timeliness,Audit lag (months after FYE),,6.6,,,
Cedar Rapids CSD,2021,C22_timeliness,Audit lag (months after FYE),,6.5,,,
Cedar Rapids CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.3,,,
Cedar Rapids CSD,2023,C22_timeliness,Audit lag (months after FYE),,6.9,,,
College CSD (Prairie),2020,C22_timeliness,Audit lag (months after FYE),,6.2,,,
College CSD (Prairie),2021,C22_timeliness,Audit lag (months after FYE),,5.7,,,
College CSD (Prairie),2022,C22_timeliness,Audit lag (months after FYE),,6.6,,,
College CSD (Prairie),2023,C22_timeliness,Audit lag (months after FYE),,7.1,,,
Des Moines Independent CSD,2020,C22_timeliness,Audit lag (months after FYE),,6.4,,,
