district_code,district_name,fiscal_year,fund,beginning_balance,revenues,expenditures,ending_balance,gf_unassigned,gf_assigned
4356,Missouri Valley,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2018,General,2670567.0,9177438.0,9101986.0,2746018.0,,
4356,Missouri Valley,2018,Management,1345474.0,170582.0,172905.0,1343150.0,,
4356,Missouri Valley,2018,Nutrition,80978.0,386763.0,317396.0,150345.0,,
4356,Missouri Valley,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2018,PERL,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2018,PPEL,427434.0,531670.0,529797.0,429306.0,,
4356,Missouri Valley,2018,Sales Tax,2260325.0,797960.0,875686.0,2182598.0,,
4356,Missouri Valley,2019,Activity,114396.6,231680.16,218418.54,127658.22,,
4356,Missouri Valley,2019,Debt Service,487271.32,786992.51,787785.36,486478.47,,
4356,Missouri Valley,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2019,Enterprise,223.04,0.0,57.99,165.05,,
4356,Missouri Valley,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2019,General,2746017.98,9147885.38,9205775.67,2688127.69,,
4356,Missouri Valley,2019,Management,1343150.27,208417.75,141272.98,1410295.04,,
4356,Missouri Valley,2019,Nutrition,150345.44,377488.44,393002.57,134831.31,,
4356,Missouri Valley,2019,Other Capital Projects,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2019,PERL,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2019,PPEL,429306.3,487433.58,632415.58,284324.3,,
4356,Missouri Valley,2019,Sales Tax,2182598.28,876480.51,981808.59,2077270.2,,
4356,Missouri Valley,2020,Activity,127658.22,166803.06,163269.66,131191.62,,
4356,Missouri Valley,2020,Debt Service,486478.47,5028763.87,5024478.19,490764.15,,
4356,Missouri Valley,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2020,Enterprise,165.05,158724.47,201309.12,-42419.6,,
4356,Missouri Valley,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2020,General,2688127.69,9368476.5,9514344.39,2542259.8,,
4356,Missouri Valley,2020,Management,1410295.04,91094.74,142549.3,1358840.48,,
4356,Missouri Valley,2020,Nutrition,134831.31,416627.17,475254.28,76204.2,,
4356,Missouri Valley,2020,Other Capital Projects,0.0,6122642.25,4577427.79,1545214.46,,
4356,Missouri Valley,2020,PERL,0.0,97641.01,15375.94,82265.07,,
4356,Missouri Valley,2020,PPEL,284324.3,498792.13,547544.54,235571.89,,
4356,Missouri Valley,2020,Sales Tax,2077270.2,2764480.15,3203983.73,1637766.62,,
4356,Missouri Valley,2021,Activity,131191.62,171610.77,170480.17,132322.22,,
4356,Missouri Valley,2021,Debt Service,490764.15,1369874.18,1754864.75,105773.58,,
4356,Missouri Valley,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2021,Enterprise,-42419.6,251168.42,155609.02,53139.8,,
4356,Missouri Valley,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2021,General,2542259.8,10180245.4,10334861.19,2387644.01,,
4356,Missouri Valley,2021,Management,1358840.48,93019.98,168810.18,1283050.28,,
4356,Missouri Valley,2021,Nutrition,76204.2,480261.99,460477.04,95989.15,,
4356,Missouri Valley,2021,Other Capital Projects,1545214.46,1255247.05,2800157.51,304.0,,
4356,Missouri Valley,2021,PERL,82265.07,60609.95,39210.4,103664.62,,
4356,Missouri Valley,2021,PPEL,235571.89,542023.61,460827.07,316768.43,,
4356,Missouri Valley,2021,Sales Tax,1637766.62,1168212.32,1852727.6,953251.34,,
4356,Missouri Valley,2022,Activity,132322.22,218661.18,218144.64,132838.76,,
4356,Missouri Valley,2022,Debt Service,105773.58,1206774.98,1202316.76,110231.8,,
4356,Missouri Valley,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2022,Enterprise,53139.8,245042.25,204804.07,93377.98,,
4356,Missouri Valley,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2022,General,2387644.01,10702224.88,11078678.66,2011190.23,,
4356,Missouri Valley,2022,Management,1283050.28,172387.29,185533.9,1269903.67,,
4356,Missouri Valley,2022,Nutrition,95989.15,701213.62,565000.73,232202.04,,
4356,Missouri Valley,2022,Other Capital Projects,304.0,83381.64,83685.64,0.0,,
4356,Missouri Valley,2022,PERL,103664.62,49196.65,55508.91,97352.36,,
4356,Missouri Valley,2022,PPEL,316768.43,545637.12,504672.02,357733.53,,
4356,Missouri Valley,2022,Sales Tax,953251.34,937630.17,753530.38,1137351.13,,
4356,Missouri Valley,2023,Activity,132838.76,216310.7,242775.36,106374.1,,
4356,Missouri Valley,2023,Debt Service,110231.8,1402955.54,1403128.18,110059.16,,
4356,Missouri Valley,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2023,Enterprise,93377.98,290262.98,239655.44,143985.52,,
4356,Missouri Valley,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2023,General,2011190.23,10462061.73,10861531.2,1611720.76,1473547.14,0
4356,Missouri Valley,2023,Management,1269903.67,176033.86,217846.08,1228091.45,,
4356,Missouri Valley,2023,Nutrition,232202.04,580504.67,520319.32,292387.39,,
4356,Missouri Valley,2023,Other Capital Projects,0.0,0.0,0.0,0.0,,
4356,Missouri Valley,2023,PERL,97352.36,118252.71,61220.56,154384.51,,
4356,Missouri Valley,2023,PPEL,357733.53,569686.9,527451.85,399968.58,,
4356,Missouri Valley,2023,Sales Tax,1137351.13,1076059.3,761627.57,1451782.86,,
4356,Missouri Valley,2024,General,1611720.76,10537525.38,10368839.57,1780406.57,1525278.95,0
4419,MFL Mar Mac,2017,Activity,152639.0,348799.0,328450.0,172988.0,,
4419,MFL Mar Mac,2017,Debt Service,181496.0,210490.0,212240.0,179746.0,,
4419,MFL Mar Mac,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2017,Enterprise,81112.0,23148.0,56271.0,47988.0,,
4419,MFL Mar Mac,2017,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2017,General,757836.0,9380259.0,8575469.0,1562627.0,,
4419,MFL Mar Mac,2017,Management,646984.0,1267.0,263558.0,384693.0,,
4419,MFL Mar Mac,2017,Nutrition,-171855.0,509341.0,505739.0,-168253.0,,
4419,MFL Mar Mac,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2017,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2017,PPEL,448689.0,430111.0,434405.0,444395.0,,
4419,MFL Mar Mac,2017,Sales Tax,1761030.0,750277.0,605288.0,1906017.0,,
4419,MFL Mar Mac,2018,Activity,172988.0,302746.0,315885.0,159849.0,,
4419,MFL Mar Mac,2018,Debt Service,179746.0,209615.0,210553.0,178808.0,,
4419,MFL Mar Mac,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2018,Enterprise,47988.0,30335.0,37017.0,41306.0,,
4419,MFL Mar Mac,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2018,General,1562627.0,9204948.0,9106668.0,1660906.0,,
4419,MFL Mar Mac,2018,Management,384693.0,388726.0,304206.0,469213.0,,
4419,MFL Mar Mac,2018,Nutrition,-168253.0,460018.0,471556.0,-179790.0,,
4419,MFL Mar Mac,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2018,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2018,PPEL,444395.0,561532.0,365856.0,640070.0,,
4419,MFL Mar Mac,2018,Sales Tax,1906017.0,791687.0,962008.0,1735696.0,,
4419,MFL Mar Mac,2019,Activity,159849.43,343378.57,308554.59,194673.41,,
4419,MFL Mar Mac,2019,Debt Service,178808.09,207365.0,208490.0,177683.09,,
4419,MFL Mar Mac,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2019,Enterprise,41306.02,31242.5,41172.04,31376.48,,
4419,MFL Mar Mac,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2019,General,1660906.02,9223621.73,9233330.46,1651197.29,,
4419,MFL Mar Mac,2019,Management,469212.52,617672.66,205511.8,881373.38,,
4419,MFL Mar Mac,2019,Nutrition,-179790.11,479409.03,479517.29,-179898.37,,
4419,MFL Mar Mac,2019,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2019,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2019,PPEL,640069.73,539097.81,324838.8,854328.74,,
4419,MFL Mar Mac,2019,Sales Tax,1735695.64,854484.07,1328685.09,1261494.62,,
4419,MFL Mar Mac,2020,Activity,194673.41,325925.2,320400.13,200198.48,,
4419,MFL Mar Mac,2020,Debt Service,177683.09,199265.72,199265.72,177683.09,,
4419,MFL Mar Mac,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2020,Enterprise,31376.48,20382.5,47947.63,3811.35,,
4419,MFL Mar Mac,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2020,General,1651197.29,9502225.15,9408598.69,1744823.75,,
4419,MFL Mar Mac,2020,Management,881373.38,586889.06,242769.4,1225493.04,,
4419,MFL Mar Mac,2020,Nutrition,-179898.37,693888.31,512309.28,1680.66,,
4419,MFL Mar Mac,2020,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2020,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2020,PPEL,854328.74,542117.95,591934.0,804512.69,,
4419,MFL Mar Mac,2020,Sales Tax,1261494.62,802879.29,842139.43,1222234.48,,
4419,MFL Mar Mac,2021,Activity,200198.48,320483.24,297925.43,222756.29,,
4419,MFL Mar Mac,2021,Debt Service,177683.09,206749.05,199524.05,184908.09,,
4419,MFL Mar Mac,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2021,Enterprise,3811.35,25482.5,38445.85,-9152.0,,
4419,MFL Mar Mac,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2021,General,1744823.75,10212972.81,9798196.82,2159599.74,,
4419,MFL Mar Mac,2021,Management,1225493.04,747503.68,386447.21,1586549.51,,
4419,MFL Mar Mac,2021,Nutrition,1680.66,706599.26,543390.47,164889.45,,
4419,MFL Mar Mac,2021,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2021,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2021,PPEL,804512.69,529698.01,551650.58,782560.12,,
4419,MFL Mar Mac,2021,Sales Tax,1222234.48,1349064.4,854435.98,1716862.9,,
4419,MFL Mar Mac,2022,Activity,222756.29,379479.74,355244.27,246991.76,,
4419,MFL Mar Mac,2022,Debt Service,184908.09,218827.31,215674.39,188061.01,,
4419,MFL Mar Mac,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2022,Enterprise,-9152.0,31751.0,9818.94,12780.06,,
4419,MFL Mar Mac,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2022,General,2159599.74,11277933.0,10279217.91,3158314.83,,
4419,MFL Mar Mac,2022,Management,1586549.51,628625.48,270226.59,1944948.4,,
4419,MFL Mar Mac,2022,Nutrition,164889.45,767407.96,457364.73,474932.68,,
4419,MFL Mar Mac,2022,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2022,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2022,PPEL,782560.12,568636.55,490764.32,860432.35,,
4419,MFL Mar Mac,2022,Sales Tax,1716862.9,880516.36,1681983.94,915395.32,,
4419,MFL Mar Mac,2023,Activity,246991.76,382915.89,369904.56,260003.09,,
4419,MFL Mar Mac,2023,Debt Service,188061.01,214687.61,206786.72,195961.9,,
4419,MFL Mar Mac,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2023,Enterprise,12780.06,38202.5,34802.46,16180.1,,
4419,MFL Mar Mac,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2023,General,3158314.83,10966696.02,10735713.79,3389297.06,3062739.66,0
4419,MFL Mar Mac,2023,Management,1944948.4,883994.0,357147.24,2471795.16,,
4419,MFL Mar Mac,2023,Nutrition,474932.68,626652.83,556825.59,544759.92,,
4419,MFL Mar Mac,2023,Other Capital Projects,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2023,PERL,0.0,0.0,0.0,0.0,,
4419,MFL Mar Mac,2023,PPEL,860432.35,582890.49,608491.79,834831.05,,
4419,MFL Mar Mac,2023,Sales Tax,915395.32,1171956.13,1502097.69,585253.76,,
4419,MFL Mar Mac,2024,General,3389297.06,10638883.47,10979554.65,3048625.88,2690450.64,0
4437,Montezuma,2017,Activity,152201.0,323388.0,319235.0,156354.0,,
4437,Montezuma,2017,Debt Service,196683.0,1000082.0,949706.0,247060.0,,
4437,Montezuma,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2017,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2017,Entrepreneurial_Reorganization,47193.0,16919.0,61419.0,2693.0,,
4437,Montezuma,2017,General,418220.0,5668688.0,6070933.0,15974.0,,
4437,Montezuma,2017,Management,173130.0,265020.0,175979.0,262171.0,,
4437,Montezuma,2017,Nutrition,-28038.0,333500.0,356218.0,-50756.0,,
4437,Montezuma,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2017,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2017,PPEL,370465.0,477254.0,514010.0,333710.0,,
4437,Montezuma,2017,Sales Tax,823713.0,500470.0,826757.0,497425.0,,
4437,Montezuma,2018,Activity,156354.0,305896.0,277171.0,185079.0,,
4437,Montezuma,2018,Debt Service,247060.0,1009786.0,1053004.0,203842.0,,
4437,Montezuma,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2018,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2018,Entrepreneurial_Reorganization,2693.0,28774.0,7850.0,23616.0,,
4437,Montezuma,2018,General,15974.0,6232988.0,5814923.0,434040.0,,
4437,Montezuma,2018,Management,262171.0,105773.0,159564.0,208381.0,,
4437,Montezuma,2018,Nutrition,-50756.0,307795.0,312559.0,-55520.0,,
4437,Montezuma,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2018,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2018,PPEL,333710.0,489196.0,518605.0,304300.0,,
4437,Montezuma,2018,Sales Tax,497425.0,498593.0,268452.0,727567.0,,
4437,Montezuma,2019,Activity,185079.03,344991.34,326754.87,203315.5,,
4437,Montezuma,2019,Debt Service,203841.9,1046025.69,1045263.5,204604.09,,
4437,Montezuma,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2019,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2019,Entrepreneurial_Reorganization,23616.4,0.0,23616.4,0.0,,
4437,Montezuma,2019,General,434039.84,6308203.99,5560765.41,1181478.42,,
4437,Montezuma,2019,Management,208380.97,127622.96,175241.23,160762.7,,
4437,Montezuma,2019,Nutrition,-55520.39,301624.99,287322.54,-41217.94,,
4437,Montezuma,2019,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2019,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2019,PPEL,304299.65,522080.44,654965.61,171414.48,,
4437,Montezuma,2019,Sales Tax,727566.96,523449.38,486500.89,764515.45,,
4437,Montezuma,2020,Activity,203315.5,251466.87,239946.36,214836.01,,
4437,Montezuma,2020,Debt Service,204604.09,1140318.37,1139575.5,205346.96,,
4437,Montezuma,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2020,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4437,Montezuma,2020,General,1181478.42,6453321.16,5801197.38,1833602.2,,
4437,Montezuma,2020,Management,160762.7,222848.32,131456.34,252154.68,,
4437,Montezuma,2020,Nutrition,-41217.94,300757.76,267097.9,-7558.08,,
4437,Montezuma,2020,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2020,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2020,PPEL,171414.48,537952.96,700849.69,8517.75,,
4437,Montezuma,2020,Sales Tax,764515.45,508653.76,1089386.68,183782.53,,
4437,Montezuma,2021,Activity,214836.01,257423.08,278231.23,194027.86,,
4437,Montezuma,2021,Debt Service,205346.96,7065878.13,7169693.77,101531.32,,
4437,Montezuma,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2021,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4437,Montezuma,2021,General,1833602.2,6203146.5,5913849.46,2122899.24,,
4437,Montezuma,2021,Management,252154.68,311990.79,163675.83,400469.64,,
4437,Montezuma,2021,Nutrition,-7558.08,351745.46,270658.7,73528.68,,
4437,Montezuma,2021,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2021,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2021,PPEL,8517.75,589094.65,495374.85,102237.55,,
4437,Montezuma,2021,Sales Tax,183782.53,484938.5,650132.85,18588.18,,
4437,Montezuma,2022,Activity,194027.86,296840.93,279417.33,211451.46,,
4437,Montezuma,2022,Debt Service,101531.32,1590192.94,1602719.2,89005.06,,
4437,Montezuma,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2022,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4437,Montezuma,2022,General,2122899.24,6687589.63,6307903.52,2502585.35,,
4437,Montezuma,2022,Management,400469.64,375604.99,179744.06,596330.57,,
4437,Montezuma,2022,Nutrition,73528.68,385944.57,277587.03,181886.22,,
4437,Montezuma,2022,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2022,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2022,PPEL,102237.55,626957.33,510587.3,218607.58,,
4437,Montezuma,2022,Sales Tax,18588.18,573887.25,321474.18,271001.25,,
4437,Montezuma,2023,Activity,211451.46,321422.18,297201.73,235671.91,,
4437,Montezuma,2023,Debt Service,89005.06,1809693.88,1077314.82,821384.12,,
4437,Montezuma,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4437,Montezuma,2023,Enterprise,0.0,0.0,0.0,0.0,,
4437,Montezuma,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4437,Montezuma,2023,General,2502585.35,6302777.56,6255445.51,2549917.4,2118634.69,0
4437,Montezuma,2023,Management,596330.57,412011.22,193833.41,814508.38,,
4437,Montezuma,2023,Nutrition,181886.22,309293.25,253586.35,237593.12,,
4437,Montezuma,2023,Other Capital Projects,0.0,0.0,0.0,0.0,,
4437,Montezuma,2023,PERL,0.0,0.0,0.0,0.0,,
4437,Montezuma,2023,PPEL,218607.58,712394.39,690429.78,240572.19,,
4437,Montezuma,2023,Sales Tax,271001.25,677925.87,326576.64,622350.48,,
4437,Montezuma,2024,General,2549917.4,6245267.71,6201591.7,2593593.41,2077193.11,0
4446,Monticello,2017,Activity,144278.0,360432.0,367178.0,137532.0,,
4446,Monticello,2017,Debt Service,87993.0,924.0,0.0,88918.0,,
4446,Monticello,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2017,Enterprise,223007.0,111016.0,172340.0,161683.0,,
4446,Monticello,2017,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2017,General,2186514.0,12891186.0,12297238.0,2780465.0,,
4446,Monticello,2017,Management,675161.0,390989.0,172300.0,893850.0,,
4446,Monticello,2017,Nutrition,-51626.0,619116.0,602015.0,-34525.0,,
4446,Monticello,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
4446,Monticello,2017,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2017,PPEL,758472.0,388453.0,664591.0,482335.0,,
4446,Monticello,2017,Sales Tax,2089231.0,1030631.0,0.0,3119862.0,,
4446,Monticello,2018,Activity,137532.0,425741.0,406781.0,156491.0,,
4446,Monticello,2018,Debt Service,88918.0,763.0,89681.0,0.0,,
4446,Monticello,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2018,Enterprise,161683.0,144361.0,194169.0,111875.0,,
4446,Monticello,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2018,General,2780465.0,12723517.0,12172643.0,3331338.0,,
4446,Monticello,2018,Management,893850.0,279212.0,185993.0,987070.0,,
4446,Monticello,2018,Nutrition,-34525.0,592026.0,599351.0,-41850.0,,
4446,Monticello,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
4446,Monticello,2018,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2018,PPEL,482335.0,543161.0,702501.0,322995.0,,
4446,Monticello,2018,Sales Tax,3119862.0,992506.0,22463.0,4089905.0,,
4446,Monticello,2019,Activity,156490.65,350930.03,351195.96,156224.72,,
4446,Monticello,2019,Debt Service,0.0,7.75,0.0,7.75,,
4446,Monticello,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2019,Enterprise,111875.24,143004.24,175677.27,79202.21,,
4446,Monticello,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2019,General,3331338.02,12230824.91,12149583.8,3412579.13,,
4446,Monticello,2019,Management,987070.49,222869.55,285210.38,924729.66,,
4446,Monticello,2019,Nutrition,-41850.37,594434.16,594702.17,-42118.38,,
4446,Monticello,2019,Other Capital Projects,0.0,23098127.29,2189238.85,20908888.44,,
4446,Monticello,2019,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2019,PPEL,322994.79,330363.53,500022.62,153335.7,,
4446,Monticello,2019,Sales Tax,4089905.07,8540349.43,7467277.7,5162976.8,,
4446,Monticello,2020,Activity,156224.72,303240.7,264651.51,194813.91,,
4446,Monticello,2020,Debt Service,7.75,1900979.56,1157814.23,743173.08,,
4446,Monticello,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2020,Enterprise,79202.21,162953.11,225876.98,16278.34,,
4446,Monticello,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2020,General,3412579.13,11816920.39,12233522.95,2995976.57,,
4446,Monticello,2020,Management,924729.66,224309.88,199474.15,949565.39,,
4446,Monticello,2020,Nutrition,-42118.38,517517.62,577280.16,-101880.92,,
4446,Monticello,2020,Other Capital Projects,20908888.44,480723.02,18755367.83,2634243.63,,
4446,Monticello,2020,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2020,PPEL,153335.7,487503.23,311051.0,329787.93,,
4446,Monticello,2020,Sales Tax,5162976.8,1114811.99,1044054.32,5233734.47,,
4446,Monticello,2021,Activity,194813.91,241913.27,241848.84,194878.34,,
4446,Monticello,2021,Debt Service,743173.08,2284286.81,2238636.0,788823.89,,
4446,Monticello,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2021,Enterprise,16278.34,125397.45,191771.42,-50095.63,,
4446,Monticello,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2021,General,2995976.57,12272285.45,12281968.23,2986293.79,,
4446,Monticello,2021,Management,949565.39,22562.7,251049.29,721078.8,,
4446,Monticello,2021,Nutrition,-101880.92,642574.39,572109.57,-31416.1,,
4446,Monticello,2021,Other Capital Projects,2634243.63,84005.33,1698310.18,1019938.78,,
4446,Monticello,2021,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2021,PPEL,329787.93,428464.14,423713.99,334538.08,,
4446,Monticello,2021,Sales Tax,5233734.47,1014385.29,978953.93,5269165.83,,
4446,Monticello,2022,Activity,194878.34,325060.2,351045.83,168892.71,,
4446,Monticello,2022,Debt Service,788823.89,2303167.89,2268118.0,823873.78,,
4446,Monticello,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2022,Enterprise,-50095.63,175172.93,140468.56,-15391.26,,
4446,Monticello,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2022,General,2986293.79,12638129.58,13545829.56,2078593.81,,
4446,Monticello,2022,Management,721078.8,108335.63,221085.56,608328.87,,
4446,Monticello,2022,Nutrition,-31416.1,904282.36,689439.08,183427.18,,
4446,Monticello,2022,Other Capital Projects,1019938.78,8859.51,111603.56,917194.73,,
4446,Monticello,2022,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2022,PPEL,334538.08,377600.26,445066.84,267071.5,,
4446,Monticello,2022,Sales Tax,5269165.83,1193389.95,816542.83,5646012.95,,
4446,Monticello,2023,Activity,168892.71,328460.15,333308.19,164044.67,,
4446,Monticello,2023,Debt Service,823873.78,2338412.75,2294382.0,867904.53,,
4446,Monticello,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4446,Monticello,2023,Enterprise,-15391.26,189426.93,279607.01,-105571.34,,
4446,Monticello,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4446,Monticello,2023,General,2078593.81,12938016.02,13549130.65,1467479.18,1042198.66,0
4446,Monticello,2023,Management,608328.87,212820.82,278651.3,542498.39,,
4446,Monticello,2023,Nutrition,183427.18,761753.0,750308.09,194872.09,,
4446,Monticello,2023,Other Capital Projects,917194.73,19616.21,91667.04,845143.9,,
4446,Monticello,2023,PERL,0.0,0.0,0.0,0.0,,
4446,Monticello,2023,PPEL,267071.5,471105.54,688784.83,49392.21,,
4446,Monticello,2023,Sales Tax,5646012.95,1372479.73,815807.0,6202685.68,,
4446,Monticello,2024,General,1467479.18,13581819.78,13388332.36,1660966.6,1376623.19,0
4491,Moravia,2017,Activity,137707.0,189692.0,180363.0,147036.0,,
4491,Moravia,2017,Debt Service,2799.0,359876.0,265778.0,96897.0,,
4491,Moravia,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
4491,Moravia,2017,Enterprise,0.0,0.0,0.0,0.0,,
4491,Moravia,2017,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
4491,Moravia,2017,General,1017854.0,4639345.0,4384890.0,1272310.0,,
4491,Moravia,2017,Management,69138.0,76498.0,125363.0,20274.0,,
4491,Moravia,2017,Nutrition,-24140.0,242056.0,218912.0,-995.0,,
4491,Moravia,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
4491,Moravia,2017,PERL,0.0,0.0,0.0,0.0,,
4491,Moravia,2017,PPEL,15021.0,37738.0,37231.0,15528.0,,
4491,Moravia,2017,Sales Tax,341235.0,514322.0,493372.0,362186.0,,
4491,Moravia,2018,Activity,147036.0,240466.0,245208.0,142294.0,,
4491,Moravia,2018,Debt Service,96897.0,276470.0,276708.0,96659.0,,
4491,Moravia,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
