district_code,district_name,fiscal_year,fund,beginning_balance,revenues,expenditures,ending_balance,gf_unassigned,gf_assigned
1211,Clarke,2017,Sales Tax,1683613.0,1394995.0,1194937.0,1883670.0,,
1211,Clarke,2018,Activity,68026.0,308936.0,354556.0,22406.0,,
1211,Clarke,2018,Debt Service,13607.0,152348.0,165684.0,271.0,,
1211,Clarke,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2018,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2018,General,2940265.0,15298472.0,16265719.0,1973018.0,,
1211,Clarke,2018,Management,719489.0,920630.0,230077.0,1410043.0,,
1211,Clarke,2018,Nutrition,287105.0,799051.0,686939.0,399218.0,,
1211,Clarke,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
1211,Clarke,2018,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2018,PPEL,827784.0,613830.0,463744.0,977869.0,,
1211,Clarke,2018,Sales Tax,1883670.0,1366917.0,908776.0,2341811.0,,
1211,Clarke,2019,Activity,22405.56,260380.82,276288.82,6497.56,,
1211,Clarke,2019,Debt Service,271.13,1306299.87,1273090.33,33480.67,,
1211,Clarke,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2019,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2019,General,1973018.38,15946808.8,16623379.92,1296447.26,,
1211,Clarke,2019,Management,1410042.74,41348.0,192322.88,1259067.86,,
1211,Clarke,2019,Nutrition,399217.61,765383.74,657560.24,507041.11,,
1211,Clarke,2019,Other Capital Projects,0.0,13213531.59,2399476.5,10814055.09,,
1211,Clarke,2019,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2019,PPEL,977869.11,860874.09,764166.08,1074577.12,,
1211,Clarke,2019,Sales Tax,2341811.13,1540558.51,2051372.26,1830997.38,,
1211,Clarke,2020,Activity,6497.56,202239.03,191769.76,16966.83,,
1211,Clarke,2020,Debt Service,33480.67,1126331.37,1152914.67,6897.37,,
1211,Clarke,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2020,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2020,General,1296447.26,16234084.13,16703699.29,826832.1,,
1211,Clarke,2020,Management,1259067.86,12520.88,283359.0,988229.74,,
1211,Clarke,2020,Nutrition,507041.11,742673.43,684857.78,564856.76,,
1211,Clarke,2020,Other Capital Projects,10814055.09,235522.69,11049577.78,0.0,,
1211,Clarke,2020,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2020,PPEL,1074577.12,1239867.05,903389.53,1411054.64,,
1211,Clarke,2020,Sales Tax,1830997.38,1529169.68,2007897.9,1352269.16,,
1211,Clarke,2021,Activity,16966.83,247516.95,198037.19,66446.59,,
1211,Clarke,2021,Debt Service,6897.37,1133601.35,1097729.0,42769.72,,
1211,Clarke,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2021,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2021,General,826832.1,17527722.35,17300673.73,1053880.72,,
1211,Clarke,2021,Management,988229.74,1477.51,538370.51,451336.74,,
1211,Clarke,2021,Nutrition,564856.76,857111.66,678987.09,742981.33,,
1211,Clarke,2021,Other Capital Projects,0.0,400038.0,400038.0,0.0,,
1211,Clarke,2021,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2021,PPEL,1411054.64,661793.73,2038455.34,34393.03,,
1211,Clarke,2021,Sales Tax,1352269.16,1439568.68,2636651.93,155185.91,,
1211,Clarke,2022,Activity,66446.59,305151.2,275431.95,96165.84,,
1211,Clarke,2022,Debt Service,42769.72,1102670.45,1081597.0,63843.17,,
1211,Clarke,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2022,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2022,General,1053880.72,18310577.48,18287515.09,1076943.11,,
1211,Clarke,2022,Management,451336.74,205515.15,536186.49,120665.4,,
1211,Clarke,2022,Nutrition,742981.33,953868.76,695773.35,1001076.74,,
1211,Clarke,2022,Other Capital Projects,0.0,542193.74,542193.74,0.0,,
1211,Clarke,2022,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2022,PPEL,34393.03,709477.29,397683.27,346187.05,,
1211,Clarke,2022,Sales Tax,155185.91,1736272.06,543581.32,1347876.65,,
1211,Clarke,2023,Activity,96165.84,292723.36,305065.87,83823.33,,
1211,Clarke,2023,Debt Service,63843.17,1059919.54,940918.0,182844.71,,
1211,Clarke,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1211,Clarke,2023,Enterprise,0.0,0.0,0.0,0.0,,
1211,Clarke,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1211,Clarke,2023,General,1076943.11,18645611.47,17797649.65,1924904.93,1471112.99,0
1211,Clarke,2023,Management,120665.4,804154.23,601401.7,323417.93,,
1211,Clarke,2023,Nutrition,1001076.74,933915.56,835356.9,1099635.4,,
1211,Clarke,2023,Other Capital Projects,0.0,323937.1,323937.1,0.0,,
1211,Clarke,2023,PERL,0.0,0.0,0.0,0.0,,
1211,Clarke,2023,PPEL,346187.05,539228.29,441453.48,443961.86,,
1211,Clarke,2023,Sales Tax,1347876.65,2383175.32,1285541.5,2445510.47,,
1211,Clarke,2024,General,1924904.93,20684376.39,20436675.38,2172605.94,1855480.49,0
1215,Clarksville,2017,Activity,19669.0,77950.0,71944.0,25675.0,,
1215,Clarksville,2017,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,General,451403.0,3927747.0,3854877.0,524275.0,,
1215,Clarksville,2017,Management,151375.0,98769.0,78138.0,172007.0,,
1215,Clarksville,2017,Nutrition,-788.0,201806.0,165470.0,35548.0,,
1215,Clarksville,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2017,PPEL,180926.0,168451.0,57783.0,291593.0,,
1215,Clarksville,2017,Sales Tax,468668.0,365820.0,143560.0,690927.0,,
1215,Clarksville,2018,Activity,25675.0,109882.0,107727.0,27831.0,,
1215,Clarksville,2018,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,General,524275.0,3983321.0,3789612.0,717985.0,,
1215,Clarksville,2018,Management,172007.0,36388.0,88819.0,119575.0,,
1215,Clarksville,2018,Nutrition,35548.0,159343.0,151024.0,43869.0,,
1215,Clarksville,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2018,PPEL,291593.0,178486.0,57608.0,412470.0,,
1215,Clarksville,2018,Sales Tax,690927.0,321431.0,253344.0,759015.0,,
1215,Clarksville,2019,Activity,27830.79,107292.56,104855.02,30268.33,,
1215,Clarksville,2019,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,General,717984.81,3929873.35,3781328.44,866529.72,,
1215,Clarksville,2019,Management,119575.04,28389.81,101186.86,46777.99,,
1215,Clarksville,2019,Nutrition,43868.83,149414.87,154753.01,38530.69,,
1215,Clarksville,2019,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2019,PPEL,412469.98,181639.67,56959.59,537150.06,,
1215,Clarksville,2019,Sales Tax,759014.53,335295.48,962953.85,131356.16,,
1215,Clarksville,2020,Activity,30268.33,94659.44,95825.77,29102.0,,
1215,Clarksville,2020,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,General,866529.72,3935815.39,3659029.59,1143315.52,,
1215,Clarksville,2020,Management,46777.99,85801.75,88089.94,44489.8,,
1215,Clarksville,2020,Nutrition,38530.69,126974.16,151837.45,13667.4,,
1215,Clarksville,2020,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2020,PPEL,537150.06,192023.73,323952.03,405221.76,,
1215,Clarksville,2020,Sales Tax,131356.16,324191.14,174613.82,280933.48,,
1215,Clarksville,2021,Activity,29102.0,80738.73,83684.79,26155.94,,
1215,Clarksville,2021,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,General,1143315.52,3833185.41,4029477.41,947023.52,,
1215,Clarksville,2021,Management,44489.8,80896.58,96225.17,29161.21,,
1215,Clarksville,2021,Nutrition,13667.4,200017.83,202831.38,10853.85,,
1215,Clarksville,2021,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2021,PPEL,405221.76,518988.24,343453.72,580756.28,,
1215,Clarksville,2021,Sales Tax,280933.48,299332.57,150330.96,429935.09,,
1215,Clarksville,2022,Activity,26155.94,54693.26,53049.13,27800.07,,
1215,Clarksville,2022,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,General,947023.52,4296073.36,4228077.04,1015019.84,,
1215,Clarksville,2022,Management,29161.21,110771.17,106589.62,33342.76,,
1215,Clarksville,2022,Nutrition,10853.85,252527.14,206859.07,56521.92,,
1215,Clarksville,2022,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2022,PPEL,580756.28,173041.14,87420.45,666376.97,,
1215,Clarksville,2022,Sales Tax,429935.09,363671.95,407281.17,386325.87,,
1215,Clarksville,2023,Activity,27800.07,60167.64,66860.77,21106.94,,
1215,Clarksville,2023,Debt Service,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,Enterprise,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,General,1015019.84,4142960.98,4280123.75,877857.07,811495.18,0
1215,Clarksville,2023,Management,33342.76,135973.58,145476.81,23839.53,,
1215,Clarksville,2023,Nutrition,56521.92,209226.98,193803.5,71945.4,,
1215,Clarksville,2023,Other Capital Projects,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,PERL,0.0,0.0,0.0,0.0,,
1215,Clarksville,2023,PPEL,666376.97,202057.08,350336.06,518097.99,,
1215,Clarksville,2023,Sales Tax,386325.87,404203.84,115755.5,674774.21,,
1215,Clarksville,2024,General,877857.07,4297997.77,4415092.61,760762.23,692102.36,0
1218,Clay Central-Everly,2017,Activity,10590.0,147207.0,146704.0,11093.0,,
1218,Clay Central-Everly,2017,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,General,2237700.0,4273594.0,4610373.0,1900921.0,,
1218,Clay Central-Everly,2017,Management,721462.0,101477.0,200070.0,622870.0,,
1218,Clay Central-Everly,2017,Nutrition,25.0,184778.0,184814.0,-10.0,,
1218,Clay Central-Everly,2017,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2017,PPEL,39962.0,79821.0,36576.0,83207.0,,
1218,Clay Central-Everly,2017,Sales Tax,1246005.0,351380.0,424008.0,1173376.0,,
1218,Clay Central-Everly,2018,Activity,11093.0,106978.0,110392.0,7680.0,,
1218,Clay Central-Everly,2018,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,General,1900921.0,4227209.0,4615182.0,1512946.0,,
1218,Clay Central-Everly,2018,Management,622870.0,101535.0,56532.0,667872.0,,
1218,Clay Central-Everly,2018,Nutrition,-10.0,167546.0,157877.0,9659.0,,
1218,Clay Central-Everly,2018,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2018,PPEL,83207.0,85284.0,33314.0,135176.0,,
1218,Clay Central-Everly,2018,Sales Tax,1173376.0,351568.0,381837.0,1143107.0,,
1218,Clay Central-Everly,2019,Activity,7679.62,103256.08,101586.24,9349.46,,
1218,Clay Central-Everly,2019,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,General,1512946.21,4182447.36,4511335.68,1184057.89,,
1218,Clay Central-Everly,2019,Management,667871.9,17501.05,79786.82,605586.13,,
1218,Clay Central-Everly,2019,Nutrition,9659.41,143600.67,167790.52,-14530.44,,
1218,Clay Central-Everly,2019,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2019,PPEL,135176.39,97672.87,84699.9,148149.36,,
1218,Clay Central-Everly,2019,Sales Tax,1143107.35,343843.17,188997.56,1297952.96,,
1218,Clay Central-Everly,2020,Activity,9349.46,16215.59,8409.25,17155.8,,
1218,Clay Central-Everly,2020,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,General,1184057.89,3879913.17,3576036.29,1487934.77,,
1218,Clay Central-Everly,2020,Management,605586.13,15426.15,174643.34,446368.94,,
1218,Clay Central-Everly,2020,Nutrition,-14530.44,75367.28,88188.43,-27351.59,,
1218,Clay Central-Everly,2020,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2020,PPEL,148149.36,102589.79,46746.33,203992.82,,
1218,Clay Central-Everly,2020,Sales Tax,1297952.96,325789.35,174934.0,1448808.31,,
1218,Clay Central-Everly,2021,Activity,17155.8,9806.38,10493.86,16468.32,,
1218,Clay Central-Everly,2021,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,General,1487934.77,3721857.7,3770650.71,1439141.76,,
1218,Clay Central-Everly,2021,Management,446368.94,131042.02,152169.68,425241.28,,
1218,Clay Central-Everly,2021,Nutrition,-27351.59,74912.45,109166.34,-61605.48,,
1218,Clay Central-Everly,2021,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2021,PPEL,203992.82,130373.67,158066.54,176299.95,,
1218,Clay Central-Everly,2021,Sales Tax,1448808.31,289480.65,329364.8,1408924.16,,
1218,Clay Central-Everly,2022,Activity,16468.32,10456.94,4965.14,21960.12,,
1218,Clay Central-Everly,2022,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,General,1439141.76,4166934.6,3992568.31,1613508.05,,
1218,Clay Central-Everly,2022,Management,425241.28,113551.45,192493.78,346298.95,,
1218,Clay Central-Everly,2022,Nutrition,-61605.48,97900.99,76605.32,-40309.81,,
1218,Clay Central-Everly,2022,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2022,PPEL,176299.95,94403.61,31959.37,238744.19,,
1218,Clay Central-Everly,2022,Sales Tax,1408924.16,386880.5,143204.01,1652600.65,,
1218,Clay Central-Everly,2023,Activity,21960.12,17178.36,16244.93,22893.55,,
1218,Clay Central-Everly,2023,Debt Service,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,Enterprise,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,Entrepreneurial_Reorganization,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,General,1613508.05,4104817.73,3982959.15,1735366.63,1576331.3,0
1218,Clay Central-Everly,2023,Management,346298.95,251249.61,188216.05,409332.51,,
1218,Clay Central-Everly,2023,Nutrition,-40309.81,70539.27,74996.49,-44767.03,,
1218,Clay Central-Everly,2023,Other Capital Projects,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,PERL,0.0,0.0,0.0,0.0,,
1218,Clay Central-Everly,2023,PPEL,238744.19,104253.76,30710.04,312287.91,,
1218,Clay Central-Everly,2023,Sales Tax,1652600.65,429550.71,239850.19,1842301.17,,
1218,Clay Central-Everly,2024,General,1735366.63,4153394.6,4172738.99,1716022.24,1626034.02,0
1221,Clear Creek-Amana,2017,Activity,209816.0,386547.0,361844.0,234520.0,,
1221,Clear Creek-Amana,2017,Debt Service,1256721.0,5819400.0,5585149.0,1490972.0,,
1221,Clear Creek-Amana,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2017,Enterprise,19287.0,256588.0,286080.0,-10205.0,,
1221,Clear Creek-Amana,2017,Entrepreneurial_Reorganization,82002.0,135286.0,71252.0,146037.0,,
1221,Clear Creek-Amana,2017,General,340748.0,25108680.0,23905992.0,1543434.0,,
1221,Clear Creek-Amana,2017,Management,917528.0,35434.0,592002.0,360960.0,,
1221,Clear Creek-Amana,2017,Nutrition,485768.0,1257459.0,1376389.0,366837.0,,
1221,Clear Creek-Amana,2017,Other Capital Projects,9861449.0,228786.0,9457401.0,632834.0,,
1221,Clear Creek-Amana,2017,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2017,PPEL,24283.0,1365361.0,1140279.0,249365.0,,
1221,Clear Creek-Amana,2017,Sales Tax,2336060.0,1836654.0,1751922.0,2420793.0,,
1221,Clear Creek-Amana,2018,Activity,234520.0,354939.0,362779.0,226680.0,,
1221,Clear Creek-Amana,2018,Debt Service,1490972.0,14975074.0,5584874.0,10881172.0,,
1221,Clear Creek-Amana,2018,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2018,Enterprise,-10205.0,205332.0,274060.0,-78932.0,,
1221,Clear Creek-Amana,2018,Entrepreneurial_Reorganization,146037.0,89894.0,97522.0,138408.0,,
1221,Clear Creek-Amana,2018,General,1543434.0,26285597.0,26248660.0,1580373.0,,
1221,Clear Creek-Amana,2018,Management,360960.0,453235.0,583323.0,230873.0,,
1221,Clear Creek-Amana,2018,Nutrition,366837.0,1248210.0,1382333.0,232716.0,,
1221,Clear Creek-Amana,2018,Other Capital Projects,632834.0,20629805.0,5095495.0,16167144.0,,
1221,Clear Creek-Amana,2018,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2018,PPEL,249365.0,1348504.0,1401190.0,196680.0,,
1221,Clear Creek-Amana,2018,Sales Tax,2420793.0,2051174.0,1981707.0,2490260.0,,
1221,Clear Creek-Amana,2019,Activity,226679.92,364343.92,382463.84,208560.0,,
1221,Clear Creek-Amana,2019,Debt Service,10881172.09,43182446.43,52120759.04,1942859.48,,
1221,Clear Creek-Amana,2019,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2019,Enterprise,-78932.26,250393.6,188095.45,-16634.11,,
1221,Clear Creek-Amana,2019,Entrepreneurial_Reorganization,138408.27,104379.33,86343.78,156443.82,,
1221,Clear Creek-Amana,2019,General,1580372.85,29474835.08,29346594.58,1708613.35,,
1221,Clear Creek-Amana,2019,Management,230872.53,761315.85,829537.97,162650.41,,
1221,Clear Creek-Amana,2019,Nutrition,232715.6,1306902.84,1458919.0,80699.44,,
1221,Clear Creek-Amana,2019,Other Capital Projects,16167144.31,44588650.64,52067301.43,8688493.52,,
1221,Clear Creek-Amana,2019,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2019,PPEL,196679.54,1846791.15,1470771.35,572699.34,,
1221,Clear Creek-Amana,2019,Sales Tax,2490260.24,7489317.45,6163802.65,3815775.04,,
1221,Clear Creek-Amana,2020,Activity,208560.0,279402.17,320689.76,167272.41,,
1221,Clear Creek-Amana,2020,Debt Service,1942859.48,8558381.44,7154030.18,3347210.74,,
1221,Clear Creek-Amana,2020,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2020,Enterprise,-16634.11,79296.37,59249.3,3412.96,,
1221,Clear Creek-Amana,2020,Entrepreneurial_Reorganization,156443.82,109206.39,107035.29,158614.92,,
1221,Clear Creek-Amana,2020,General,1708613.35,31245413.69,33346186.66,-392159.62,,
1221,Clear Creek-Amana,2020,Management,162650.41,718903.26,692023.2,189530.47,,
1221,Clear Creek-Amana,2020,Nutrition,80699.44,1537962.45,1573919.21,44742.68,,
1221,Clear Creek-Amana,2020,Other Capital Projects,8688493.52,8158688.63,6750836.26,10096345.89,,
1221,Clear Creek-Amana,2020,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2020,PPEL,572699.34,1580601.47,1935666.21,217634.6,,
1221,Clear Creek-Amana,2020,Sales Tax,3815775.04,2512871.95,5495178.73,833468.26,,
1221,Clear Creek-Amana,2021,Activity,167272.41,222862.5,223536.64,166598.27,,
1221,Clear Creek-Amana,2021,Debt Service,3347210.74,19573310.5,11950632.54,10969888.7,,
1221,Clear Creek-Amana,2021,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2021,Enterprise,3412.96,14392.82,5123.82,12681.96,,
1221,Clear Creek-Amana,2021,Entrepreneurial_Reorganization,158614.92,114989.27,95302.26,178301.93,,
1221,Clear Creek-Amana,2021,General,-392159.62,34159835.77,35037852.94,-1270176.79,,
1221,Clear Creek-Amana,2021,Management,189530.47,836517.29,735983.04,290064.72,,
1221,Clear Creek-Amana,2021,Nutrition,44742.68,1732775.66,1514218.15,263300.19,,
1221,Clear Creek-Amana,2021,Other Capital Projects,10096345.89,24710.51,4711246.02,5409810.38,,
1221,Clear Creek-Amana,2021,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2021,PPEL,217634.6,2152676.51,1716360.37,653950.74,,
1221,Clear Creek-Amana,2021,Sales Tax,833468.26,2482488.14,1779487.98,1536468.42,,
1221,Clear Creek-Amana,2022,Activity,166598.27,391345.89,374347.17,183596.99,,
1221,Clear Creek-Amana,2022,Debt Service,10969888.7,7835638.84,15320245.3,3485282.24,,
1221,Clear Creek-Amana,2022,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2022,Enterprise,12681.96,26369.5,42078.13,-3026.67,,
1221,Clear Creek-Amana,2022,Entrepreneurial_Reorganization,178301.93,97789.27,124419.34,151671.86,,
1221,Clear Creek-Amana,2022,General,-1270176.79,38456750.57,37470437.83,-283864.05,,
1221,Clear Creek-Amana,2022,Management,290064.72,951461.44,934379.22,307146.94,,
1221,Clear Creek-Amana,2022,Nutrition,263300.19,2285832.0,1792054.62,757077.57,,
1221,Clear Creek-Amana,2022,Other Capital Projects,5409810.38,14231993.58,4881268.27,14760535.69,,
1221,Clear Creek-Amana,2022,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2022,PPEL,653950.74,1673237.45,1829601.61,497586.58,,
1221,Clear Creek-Amana,2022,Sales Tax,1536468.42,3143538.67,1625950.68,3054056.41,,
1221,Clear Creek-Amana,2023,Activity,183596.99,547552.44,488308.61,242840.82,,
1221,Clear Creek-Amana,2023,Debt Service,3485282.24,8592820.89,8774065.73,3304037.4,,
1221,Clear Creek-Amana,2023,Emergency_Disaster,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2023,Enterprise,-3026.67,24305.0,21278.33,0.0,,
1221,Clear Creek-Amana,2023,Entrepreneurial_Reorganization,151671.86,131944.4,115322.63,168293.63,,
1221,Clear Creek-Amana,2023,General,-283864.05,40942898.26,39007686.8,1651347.41,1053090.68,0
1221,Clear Creek-Amana,2023,Management,307146.94,1006933.56,1056522.35,257558.15,,
1221,Clear Creek-Amana,2023,Nutrition,757077.57,1894426.55,1835507.69,815996.43,,
1221,Clear Creek-Amana,2023,Other Capital Projects,14760535.69,3990034.41,4314855.62,14435714.48,,
1221,Clear Creek-Amana,2023,PERL,0.0,0.0,0.0,0.0,,
1221,Clear Creek-Amana,2023,PPEL,497586.58,2579711.77,1953853.25,1123445.1,,
1221,Clear Creek-Amana,2023,Sales Tax,3054056.41,3911396.95,2964434.57,4001018.79,,
1221,Clear Creek-Amana,2024,General,1651347.41,42889409.48,41176958.89,3363798,2881127.52,0
1233,Clear Lake,2017,Activity,327078.0,478208.0,478248.0,327039.0,,
1233,Clear Lake,2017,Debt Service,707542.0,607231.0,158005.0,1156767.0,,
1233,Clear Lake,2017,Emergency_Disaster,0.0,0.0,0.0,0.0,,
