permit_id,jurisdiction,source_system,issue_date,address_raw,lat,lon,structure_type,net_units,iccsd_flag,school_district,elem_area,jh_area,hs_area,status
BLD-23-31820,Johnson Co. (uninc.),CitizenServe,2023-08-29,3773 Cottage Reserve RD NE,41.793441,-91.562740,SF detached,1,N,Solon Community School District,,,,issued
BLD-23-32044,Johnson Co. (uninc.),CitizenServe,2023-09-05,304 W Linn St,41.485483,-91.430242,SF detached,1,N,Lone Tree Community School District,,,,issued
BLD-23-32086,Johnson Co. (uninc.),CitizenServe,2023-09-13,4190 140th St NE,41.833039,-91.521363,SF detached,1,N,Solon Community School District,,,,issued
BLD-23-32022,Johnson Co. (uninc.),CitizenServe,2023-09-14,3786 Cottage Reserve Rd NE,41.794213,-91.561952,SF detached,1,N,Solon Community School District,,,,issued
BLD-23-31549,Johnson Co. (uninc.),CitizenServe,2023-09-20,4813 Rapid Creek Rd NE,41.701887,-91.462649,SF detached,1,N,West Branch Community School District,,,,issued
BLD-23-32129,Johnson Co. (uninc.),CitizenServe,2023-09-25,1224 Yellow Pine Ave NE,41.843827,-91.368314,SF detached,1,N,Lisbon Community School District,,,,issued
BLD-23-32120,Johnson Co. (uninc.),CitizenServe,2023-09-25,2365 Lakeridge Pl NE,41.761571,-91.588138,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-23-32090,Johnson Co. (uninc.),CitizenServe,2023-09-28,2635 Hidden Ridge Ct NW,41.828099,-91.671979,SF detached,1,N,College Community School District,,,,issued
BLD-23-32089,Johnson Co. (uninc.),CitizenServe,2023-09-28,2630 Hidden Ridge CT NW,41.828537,-91.671614,SF detached,1,N,College Community School District,,,,issued
BLD-23-32088,Johnson Co. (uninc.),CitizenServe,2023-09-28,2626 Hidden Ridge CT NW,41.829105,-91.672361,SF detached,1,N,College Community School District,,,,issued
BLD-23-32110,Johnson Co. (uninc.),CitizenServe,2023-09-28,1721 Lower Old Highway 6 Rd NW,41.725111,-91.761914,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-23-32041,Johnson Co. (uninc.),CitizenServe,2023-09-29,13 Linder Valley Cir NE,41.692803,-91.529334,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-23-32155,Johnson Co. (uninc.),CitizenServe,2023-10-11,4764 Rapid Creek Rd NE,41.703451,-91.466445,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-23-32124,Johnson Co. (uninc.),CitizenServe,2023-10-20,2231 Clay Studio Ct NW,41.833681,-91.712031,SF detached,1,N,College Community School District,,,,issued
BLD-23-32256,Johnson Co. (uninc.),CitizenServe,2023-11-14,1257 WINCHESTER DR NE,41.842898,-91.647939,SF detached,1,N,College Community School District,,,,issued
BLD-23-32217,Johnson Co. (uninc.),CitizenServe,2023-11-28,4126 Ivy AVE SW,41.634115,-91.675866,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-23-32316,Johnson Co. (uninc.),CitizenServe,2023-12-06,15 NAVAJO TRL,41.609157,-91.543631,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-23-32291,Johnson Co. (uninc.),CitizenServe,2023-12-07,3185 Dubuque St NE,41.701547,-91.546329,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30559,Johnson Co. (uninc.),CitizenServe,2022-01-03,2367 Sugar Bottom Rd NE,41.760710,-91.524297,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30630,Johnson Co. (uninc.),CitizenServe,2022-01-27,1457 HIGHWAY 965 NW,41.826209,-91.675100,SF detached,1,N,College Community School District,,,,issued
BLD-21-30521,Johnson Co. (uninc.),CitizenServe,2022-02-04,743 N Perkins St,41.495087,-91.431713,duplex,2,N,Lone Tree Community School District,,,,issued
BLD-22-30654,Johnson Co. (uninc.),CitizenServe,2022-02-24,4012 Erica Blvd SW,41.642341,-91.741219,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30266,Johnson Co. (uninc.),CitizenServe,2022-03-02,5661 OAK CREST HILL RD SE,41.520746,-91.542994,SF detached,1,N,Highland Community School District,,,,issued
BLD-22-30653,Johnson Co. (uninc.),CitizenServe,2022-03-03,1337 Forest Ridge Ct NE,41.838465,-91.637522,duplex,2,N,College Community School District,,,,issued
BLD-21-30593,Johnson Co. (uninc.),CitizenServe,2022-03-04,2442 Copi Rd NW,41.709566,-91.692035,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-30677,Johnson Co. (uninc.),CitizenServe,2022-03-14,4612 Elynn Ln NE,41.771587,-91.476708,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30746,Johnson Co. (uninc.),CitizenServe,2022-04-08,1998 Scales Bend Rd NE,41.789535,-91.594993,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30745,Johnson Co. (uninc.),CitizenServe,2022-04-12,3009 Forest Ridge Dr NE,41.838124,-91.634778,SF detached,1,N,College Community School District,,,,issued
BLD-22-30792,Johnson Co. (uninc.),CitizenServe,2022-04-15,1813 Lower Old Highway 6 RD NW Lot 77,41.722840,-91.753440,manufactured,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-30767,Johnson Co. (uninc.),CitizenServe,2022-04-15,1375 Spencer Ct NE,41.835034,-91.647140,SF detached,1,N,College Community School District,,,,issued
BLD-22-30765,Johnson Co. (uninc.),CitizenServe,2022-04-27,1495 Curtis Bridge Rd NE,41.826527,-91.642948,SF detached,1,N,College Community School District,,,,issued
BLD-22-30656,Johnson Co. (uninc.),CitizenServe,2022-04-29,5505 180th St NE,41.807290,-91.394459,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30468,Johnson Co. (uninc.),CitizenServe,2022-05-02,4931 Johnson Muscatine Rd SE,41.573647,-91.367490,SF detached,1,N,West Liberty Community School District,,,,issued
BLD-22-30833,Johnson Co. (uninc.),CitizenServe,2022-05-06,2263 Scales Bend Rd NE,41.771447,-91.610136,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30750,Johnson Co. (uninc.),CitizenServe,2022-05-06,3625 140th St NE,41.832085,-91.577209,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30675,Johnson Co. (uninc.),CitizenServe,2022-05-09,3576 Campground Ct NE,41.768149,-91.583820,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30760,Johnson Co. (uninc.),CitizenServe,2022-05-10,4242 Pleasant Valley Dr SE,41.614379,-91.517481,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30798,Johnson Co. (uninc.),CitizenServe,2022-05-18,1792 Rosewood Blvd NE,41.804606,-91.640489,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-30882,Johnson Co. (uninc.),CitizenServe,2022-05-24,4086 Rolling Prairie Dr SE,41.635483,-91.432312,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30919,Johnson Co. (uninc.),CitizenServe,2022-06-03,1428 Amana Rd NW,41.807153,-91.788792,SF detached,1,N,College Community School District,,,,issued
BLD-22-30916,Johnson Co. (uninc.),CitizenServe,2022-06-07,3631 Half Moon Ave SW,41.670390,-91.687408,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-30866,Johnson Co. (uninc.),CitizenServe,2022-06-13,4615 Elynn Ln NE,41.770308,-91.477138,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30884,Johnson Co. (uninc.),CitizenServe,2022-06-13,2549 Quincy Rd NE,41.747702,-91.484090,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30957,Johnson Co. (uninc.),CitizenServe,2022-06-22,1982 Mill View Cir SW,41.568853,-91.734211,SF detached,1,N,Mid-Prairie Community School District,,,,issued
BLD-22-30967,Johnson Co. (uninc.),CitizenServe,2022-07-05,1560 Upper Old Highway 6 Rd NW,41.740916,-91.779587,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-30985,Johnson Co. (uninc.),CitizenServe,2022-07-07,2355 Sussex Ln NE,41.690777,-91.515922,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-31000,Johnson Co. (uninc.),CitizenServe,2022-07-07,4673 Murphy Ln SW,41.595965,-91.632438,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-31034,Johnson Co. (uninc.),CitizenServe,2022-07-14,3480 Sandy Beach Rd NE,41.830662,-91.590436,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-30691,Johnson Co. (uninc.),CitizenServe,2022-07-15,14 Briar Ridge Dr NE,41.715059,-91.513058,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-30751,Johnson Co. (uninc.),CitizenServe,2022-07-18,1823 Lake Manor RD NE,41.802494,-91.615177,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31029,Johnson Co. (uninc.),CitizenServe,2022-07-28,3888 Lake Vista Dr NE,41.809618,-91.558945,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31112,Johnson Co. (uninc.),CitizenServe,2022-08-01,4494 Taft AVE SE LOT C15,41.605845,-91.461662,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31134,Johnson Co. (uninc.),CitizenServe,2022-08-08,25 Modern WAY,41.641701,-91.482448,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31106,Johnson Co. (uninc.),CitizenServe,2022-08-08,4096 Rolling Prairie Dr SE,41.635054,-91.432487,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-31087,Johnson Co. (uninc.),CitizenServe,2022-08-10,5542 Lackender Ave SW,41.529778,-91.622000,SF detached,1,N,Mid-Prairie Community School District,,,,issued
BLD-22-31042,Johnson Co. (uninc.),CitizenServe,2022-08-10,1500 500th St SW,41.569905,-91.780508,SF detached,1,N,Mid-Prairie Community School District,,,,issued
BLD-22-31010,Johnson Co. (uninc.),CitizenServe,2022-08-12,3055 500th St SW,41.560546,-91.632052,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-31175,Johnson Co. (uninc.),CitizenServe,2022-08-19,330 Moss Wood LN,41.630956,-91.553450,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31196,Johnson Co. (uninc.),CitizenServe,2022-08-25,335 CHEROKEE TRL,41.606267,-91.543820,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31197,Johnson Co. (uninc.),CitizenServe,2022-08-26,434 Dakota TRL,41.606326,-91.544156,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-30991,Johnson Co. (uninc.),CitizenServe,2022-09-07,6071 Otter Creek Rd SE,41.491223,-91.497017,SF detached,1,N,Lone Tree Community School District,,,,issued
BLD-22-31229,Johnson Co. (uninc.),CitizenServe,2022-09-09,504 ELKHORN TRL,41.609364,-91.545195,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31199,Johnson Co. (uninc.),CitizenServe,2022-09-13,4129 Shagbark Ln NE,41.812581,-91.528286,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31233,Johnson Co. (uninc.),CitizenServe,2022-09-16,4506 Black Hawk Ave SW,41.607048,-91.807267,SF detached,1,N,Williamsburg Community School District,,,,issued
BLD-22-31136,Johnson Co. (uninc.),CitizenServe,2022-09-16,1385 James Ave NE,41.834090,-91.656598,SF detached,1,N,College Community School District,,,,issued
BLD-22-31126,Johnson Co. (uninc.),CitizenServe,2022-09-19,2327 Lakeridge PL NE,41.764663,-91.587155,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-22-31250,Johnson Co. (uninc.),CitizenServe,2022-09-27,4741 540th St SE,41.539235,-91.469610,SF detached,1,N,Lone Tree Community School District,,,,issued
BLD-22-31273,Johnson Co. (uninc.),CitizenServe,2022-09-30,2891 Sydney Ct NE,41.837455,-91.646838,SF detached,1,N,College Community School District,,,,issued
BLD-22-31238,Johnson Co. (uninc.),CitizenServe,2022-10-17,309 JAMES BLVD,41.720838,-91.783243,duplex,2,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-31341,Johnson Co. (uninc.),CitizenServe,2022-10-26,4077 Hill Haven Ct NE,41.810420,-91.531753,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31390,Johnson Co. (uninc.),CitizenServe,2022-11-02,24 NAVAJO TRL,41.609510,-91.544428,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31397,Johnson Co. (uninc.),CitizenServe,2022-11-04,229 BLACKFOOT TRL,41.606836,-91.543072,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31403,Johnson Co. (uninc.),CitizenServe,2022-11-07,511 ELKHORN TRL,41.608894,-91.545701,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-22-31314,Johnson Co. (uninc.),CitizenServe,2022-11-08,1954 Jordan Creek Rd NE,41.791791,-91.510299,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31393,Johnson Co. (uninc.),CitizenServe,2022-11-09,2914 Sydney Ct NE,41.838038,-91.645340,SF detached,1,N,College Community School District,,,,issued
BLD-22-31356,Johnson Co. (uninc.),CitizenServe,2022-11-09,3448 Ivy Ave SW,41.684086,-91.673351,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-31357,Johnson Co. (uninc.),CitizenServe,2022-11-10,2024 Silvergrass Ln SW,41.568967,-91.729839,SF detached,1,N,Mid-Prairie Community School District,,,,issued
BLD-22-31388,Johnson Co. (uninc.),CitizenServe,2022-11-14,2465 Quincy Rd NE,41.754538,-91.488348,SF detached,1,N,Solon Community School District,,,,issued
BLD-22-31416,Johnson Co. (uninc.),CitizenServe,2022-11-14,1813 Lower Old Highway 6 RD NW Lot 61,41.723079,-91.752308,manufactured,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-22-31313,Johnson Co. (uninc.),CitizenServe,2022-12-12,1915 Rohret Rd SW,41.627630,-91.745220,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-29756,Johnson Co. (uninc.),CitizenServe,2021-03-01,2718 Newport Rd NE,41.734623,-91.496444,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-29766,Johnson Co. (uninc.),CitizenServe,2021-03-03,2635 Swan Lake Rd NW,41.774603,-91.672946,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-29807,Johnson Co. (uninc.),CitizenServe,2021-03-10,2100 S Scott BLVD LOT 64,41.638505,-91.481057,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-21-29806,Johnson Co. (uninc.),CitizenServe,2021-03-10,2100 S Scott BLVD LOT 79,41.638158,-91.482015,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-21-29786,Johnson Co. (uninc.),CitizenServe,2021-03-11,1772 Rosewood Blvd NE,41.806142,-91.638306,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-29799,Johnson Co. (uninc.),CitizenServe,2021-03-16,316 Taylor Dr,41.489670,-91.430956,SF detached,1,N,Lone Tree Community School District,,,,issued
BLD-21-29825,Johnson Co. (uninc.),CitizenServe,2021-03-25,1364 Spencer Ct NE,41.835999,-91.646298,SF detached,1,N,College Community School District,,,,issued
BLD-21-29735,Johnson Co. (uninc.),CitizenServe,2021-03-30,3777 Cottage Reserve Rd NE,41.793547,-91.562406,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-29717,Johnson Co. (uninc.),CitizenServe,2021-04-06,2747 Lake View Dr NE,41.732625,-91.528332,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-29845,Johnson Co. (uninc.),CitizenServe,2021-04-15,2343 Sterling Ct NE,41.762746,-91.521817,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-29978,Johnson Co. (uninc.),CitizenServe,2021-05-05,405 N OHIO AVE,41.726699,-91.789173,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30008,Johnson Co. (uninc.),CitizenServe,2021-05-19,201 N Devoe St,41.488436,-91.426012,duplex,2,N,Lone Tree Community School District,,,,issued
BLD-21-30025,Johnson Co. (uninc.),CitizenServe,2021-05-20,504 MINERAL POINT LN,41.629599,-91.550629,manufactured,1,Y,Iowa City Community School District,,,,issued
BLD-21-30024,Johnson Co. (uninc.),CitizenServe,2021-05-20,1813 Lower Old Highway 6 RD NW Lot 105,41.722583,-91.753732,manufactured,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30023,Johnson Co. (uninc.),CitizenServe,2021-05-20,1813 Lower Old Highway 6 RD NW Lot 78,41.722829,-91.753242,manufactured,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-29963,Johnson Co. (uninc.),CitizenServe,2021-06-04,3016 Forest Ridge Dr NE,41.838736,-91.633517,SF detached,1,N,College Community School District,,,,issued
BLD-21-30032,Johnson Co. (uninc.),CitizenServe,2021-06-10,3975 Hendricks Ln NE,41.820760,-91.545446,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-29952,Johnson Co. (uninc.),CitizenServe,2021-06-11,2748 Anchorage Rd NE,41.734002,-91.525533,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30014,Johnson Co. (uninc.),CitizenServe,2021-06-17,2342 Sterling Ct NE,41.763030,-91.521050,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30048,Johnson Co. (uninc.),CitizenServe,2021-06-18,4604 Elynn Ln NE,41.771621,-91.477199,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30070,Johnson Co. (uninc.),CitizenServe,2021-06-24,3887 West Overlook Rd NE,41.719679,-91.552696,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30103,Johnson Co. (uninc.),CitizenServe,2021-07-08,3005 Forest Ridge Dr NE,41.837774,-91.635758,SF detached,1,N,College Community School District,,,,issued
BLD-21-30005,Johnson Co. (uninc.),CitizenServe,2021-07-12,5695 Naples Ave SW,41.518592,-91.581956,SF detached,1,N,Highland Community School District,,,,issued
BLD-21-30120,Johnson Co. (uninc.),CitizenServe,2021-07-16,2387 Copi Rd NW,41.707033,-91.696396,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30166,Johnson Co. (uninc.),CitizenServe,2021-07-23,2603 Johnsons Xing NE,41.743691,-91.497313,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30183,Johnson Co. (uninc.),CitizenServe,2021-07-28,2326 Lakeridge Pl NE,41.764449,-91.586311,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30126,Johnson Co. (uninc.),CitizenServe,2021-07-30,1288 James Ave NE,41.841278,-91.655548,SF detached,1,N,College Community School District,,,,issued
BLD-21-30226,Johnson Co. (uninc.),CitizenServe,2021-08-23,1994 Alex Way SW,41.643461,-91.737515,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30181,Johnson Co. (uninc.),CitizenServe,2021-08-30,5552 480th St SE,41.585767,-91.390238,SF detached,1,N,Lone Tree Community School District,,,,issued
BLD-21-30270,Johnson Co. (uninc.),CitizenServe,2021-09-01,1769 Sugar Maple Ave NE,41.806438,-91.640280,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30268,Johnson Co. (uninc.),CitizenServe,2021-09-02,4747 American Legion Rd SE,41.646017,-91.468623,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30283,Johnson Co. (uninc.),CitizenServe,2021-09-08,3802 Peterson Pl NE,41.731441,-91.559451,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30260,Johnson Co. (uninc.),CitizenServe,2021-09-08,1745 Sugar Maple Ave NE,41.808334,-91.640891,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30291,Johnson Co. (uninc.),CitizenServe,2021-09-10,1500 Heim Strasze SW,41.536936,-91.779876,SF detached,1,N,Mid-Prairie Community School District,,,,issued
BLD-21-30326,Johnson Co. (uninc.),CitizenServe,2021-09-17,3976 Eagle Ave SW,41.645094,-91.768203,SF detached,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30382,Johnson Co. (uninc.),CitizenServe,2021-09-29,1813 Lower Old Highway 6 RD NW Lot 107,41.722617,-91.754117,manufactured,1,N,Clear Creek-Amana Community School District,,,,issued
BLD-21-30359,Johnson Co. (uninc.),CitizenServe,2021-10-07,1296 Draper Ln NE,41.841900,-91.641509,SF detached,1,N,College Community School District,,,,issued
BLD-21-30416,Johnson Co. (uninc.),CitizenServe,2021-10-13,2571 Sugar Bottom Rd NE,41.744740,-91.508117,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30410,Johnson Co. (uninc.),CitizenServe,2021-10-20,2365 Sugar Bottom Rd NE,41.760545,-91.531166,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30419,Johnson Co. (uninc.),CitizenServe,2021-10-20,3923 Woods Ln NE,41.718922,-91.547482,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30412,Johnson Co. (uninc.),CitizenServe,2021-10-20,4564 Dane Rd SW,41.601266,-91.560143,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30385,Johnson Co. (uninc.),CitizenServe,2021-10-26,3806 Sierra Ter SW,41.623017,-91.559138,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30450,Johnson Co. (uninc.),CitizenServe,2021-11-01,3974 Macbride Pl NE,41.819515,-91.542478,SF detached,1,N,Solon Community School District,,,,issued
BLD-21-30460,Johnson Co. (uninc.),CitizenServe,2021-11-03,3907 Woods Ln NE,41.719596,-91.550803,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30351,Johnson Co. (uninc.),CitizenServe,2021-11-08,4477 Sioux Ave SE,41.606645,-91.483289,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30493,Johnson Co. (uninc.),CitizenServe,2021-11-16,3826 Palisade Pl SW,41.620886,-91.557764,SF detached,1,Y,Iowa City Community School District,,,,issued
BLD-21-30545,Johnson Co. (uninc.),CitizenServe,2021-12-09,3818 Palisade Pl SW,41.620988,-91.558492,SF detached,1,Y,Iowa City Community School District,,,,issued
