district_code,district_name,fiscal_year,gf_revenues,gf_expenditures,gf_total_fund_balance,gf_unassigned_car,gf_assigned_car,management_fund_balance,ppel_fund_balance,save_fund_balance,other_capital_projects_balance,debt_service_fund_balance,total_governmental_fund_balance,cash_reserve_levy_budget_fy,sbrc_expenditures,sbrc_20pct_cap,gf_assigned_plus_unassigned_sbrc,max_cash_reserve_levy_capacity,cash_reserve_levy_amount,levying_maximum_cash_reserve,certified_enrollment,unspent_authorized_budget,uab_per_pupil,gf_assigned_plus_unassigned,assigned_unassigned_source,gf_unassigned,gf_assigned,is_focus15,is_named_focus,district_name_display,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,flag_audit_concern,risk_flag_count,cushion_band,risk_class,risk_rationale
3537,Laurens-Marathon,2019,3706160.23,3660520.69,1967228.77,,,481624.5,1155462.93,1122977.88,0.0,0.0,4860624.87,,,,,,,,281.0,1869937.0,6654.580071174377,,missing,,,False,False,Laurens-Marathon,,,0.5374177437035604,,,,,,,,0.5108390740990457,0.01231450805352796,0.09598854184586215,0,,,0.9021406727828746,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3537,Laurens-Marathon,2020,3344785.93,3360837.75,1951176.95,,,484558.42,1313837.28,1130230.22,0.0,0.0,5035833.1,2022.0,3360838.0,672168.0,1584520.0,0.0,0.0,,255.0,2293379.0,8993.643137254901,1584520.0,SBRC (combined),,,False,False,Laurens-Marathon,,0.47146578260137667,0.5805626736964615,0.6156436501583571,,172.0850106495025,224.70993230780033,0.0,,0.0,0.6823831349787713,-0.004799057499025007,0.04248031674874047,1,-0.19354838709677416,0.963302752293578,0.9418960244648318,0.23700305810397554,,True,False,False,True,False,False,False,False,False,2,Very low,Low risk,172-day practical cushion; 2 risk flag(s)
3537,Laurens-Marathon,2021,3688434.15,3861114.78,1778496.32,,,443997.04,1646031.25,1175022.14,0.0,0.0,5224167.45,2023.0,3861115.0,772223.0,1397735.0,0.0,0.0,,276.0,2475457.0,8969.047101449276,1397735.0,SBRC (combined),,,False,False,Laurens-Marathon,,0.3620029653715708,0.46061731425658375,0.47699489524110966,,132.13108236062334,174.10313676300504,0.0,,0.0,0.6411249447497648,-0.04681678538303304,-0.013100444942843363,2,-0.05154639175257732,0.8623853211009175,0.9235474006116208,0.2889908256880734,,True,True,False,True,False,False,False,False,False,3,Very low,Low risk,132-day practical cushion; 3 risk flag(s)
3537,Laurens-Marathon,2022,3811705.1,3998533.31,1591668.11,,,417690.28,1348824.78,1261069.61,0.0,0.0,4825098.12,2024.0,3998533.0,799707.0,1334166.0,0.0,0.0,,268.0,2681357.0,10005.06343283582,1334166.0,SBRC (combined),,,False,False,Laurens-Marathon,,0.3336638453563364,0.3980629862503259,0.43812471828576566,,121.78730355506279,159.91552217430447,0.0,,0.0,0.6705851351279603,-0.04901434006528993,-0.03354339431578266,3,-0.046263345195729534,0.796923076923077,0.9204892966360856,0.2815384615384615,,True,True,False,True,False,False,False,False,False,3,Very low,Low risk,122-day practical cushion; 3 risk flag(s)
3537,Laurens-Marathon,2023,4024510.01,4069079.05,1547099.07,1267602.23,0.0,476660.43,1478768.79,1231608.39,0.0,0.0,4967018.640000001,2025.0,4069079.0,813816.0,1267602.0,0.0,0.0,,277.8,3101752.0,11165.413966882648,1267602.23,CAR (split),1267602.23,0.0,False,False,Laurens-Marathon,0.3115206695234884,0.3115206695234884,0.3802086543391189,0.4286627609262101,113.70504437607326,113.70504437607326,156.46190773806669,0.0,,0.0,0.7622737139992403,-0.011074401576653065,-0.03563517567499201,4,0.0894117647058824,0.7871720116618076,0.950920245398773,0.2723076923076923,False,True,True,False,False,False,False,False,False,False,2,Very low,Low risk,114-day practical cushion; 2 risk flag(s)
3537,Laurens-Marathon,2024,4400672.15,4667654.8,1280116.42,1074704.14,0.0,,,,,,1301802.44,2026.0,4667655.0,933531.0,1074704.0,0.0,0.0,,299.3,3360764.0,11228.74707651186,1074704.14,CAR (split),1074704.14,0.0,False,False,Laurens-Marathon,0.23024499155335992,0.23024499155335992,0.27425259040150096,,84.03942191697637,84.03942191697637,,0.0,,0.0,0.7200112570449726,-0.060668607180837004,-0.04025244960759333,5,0.08442028985507251,0.5982142857142857,0.9341692789968652,0.2554858934169279,False,True,True,False,False,False,False,False,False,False,2,Very low,Low risk,84-day practical cushion; 2 risk flag(s)
3555,Lawton-Bronson,2017,7067427.0,7057436.0,647220.0,,,220429.0,51656.0,746163.0,0.0,131924.0,1877409.0,,,,,,,,598.3,414686.0,693.1071368878489,,missing,,,False,False,Lawton-Bronson,,,0.09170752664282042,,,,,,,,0.05875873334168386,0.001413668651971927,,0,,,0.06306306306306306,,,False,False,True,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
3555,Lawton-Bronson,2018,8215282.0,7136207.0,1726296.0,,,247994.0,180751.0,447742.0,0.0,44719.0,2751186.0,,,,,,,,581.9,940803.0,1616.7777968723149,,missing,,,False,False,Lawton-Bronson,,,0.24190665993853597,,,,,,,,0.13183516117175412,0.13134972116599283,0.06638169490898238,0,,,0.16816816816816818,,,False,False,True,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
3555,Lawton-Bronson,2019,8324793.21,7709032.94,2342055.87,,,308499.41,248833.04,269790.95,0.0,48109.57,3299445.07,,,,,,,,575.2,1385993.0,2409.5844923504865,,missing,,,False,False,Lawton-Bronson,,,0.30380670159647805,,,,,,,,0.1797881797609753,0.07396703491208997,0.06891014157668492,0,,,0.26605504587155965,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3555,Lawton-Bronson,2020,8166375.21,7592087.94,2916343.14,,,360213.12,55980.56,546871.83,0.0,64995.16,4038592.100000001,2022.0,7592088.0,1518418.0,2474211.0,0.0,0.0,,615.3,1798691.0,2923.2748252884776,2474211.0,SBRC (combined),,,False,False,Lawton-Bronson,,0.3258933536536459,0.38412926233833905,0.37333921082057436,,118.95107408358076,136.26881194950965,0.0,,0.0,0.23691651285061377,0.07032339994576364,0.09188005200794881,0,0.028413839211098114,0.8654434250764526,0.3486238532110092,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,119-day practical cushion; 0 risk flag(s)
3555,Lawton-Bronson,2021,8415703.26,7513475.81,3818570.59,,,429472.7,134882.84,640778.82,0.0,83935.29,5206701.5,2023.0,7513476.0,1502695.0,3377503.0,0.0,0.0,,610.1,2573204.0,4217.675790853959,3377503.0,SBRC (combined),,,False,False,Lawton-Bronson,,0.44952603633923194,0.5082295713147441,0.5066863587865867,,164.07700326381965,184.94052095710416,0.0,,0.0,0.3424785099560998,0.10720761202314544,0.08383268229366636,0,0.048461935040385026,0.9480122324159022,0.5596330275229358,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,164-day practical cushion; 0 risk flag(s)
3555,Lawton-Bronson,2022,8468106.2,7867679.46,4418997.33,,,426564.33,215733.24,456287.59,0.0,92531.0,5725335.11,2024.0,7867679.0,1573536.0,4074700.0,0.0,0.0,,607.9,3526974.0,5801.898338542524,4074700.0,SBRC (combined),,,False,False,Lawton-Bronson,,0.5179036615200386,0.5616646372626879,0.5721209605557571,,189.0348364548141,208.82415060285135,0.0,,0.0,0.4482864379429103,0.07090448865650732,0.08281183354180548,0,0.056849791376912255,0.9661538461538461,0.7522935779816514,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,189-day practical cushion; 0 risk flag(s)
3555,Lawton-Bronson,2023,9077300.39,8224287.02,5272010.7,5089051.68,0.0,428649.63,157092.99,729876.01,0.0,100361.34,6817462.85,2025.0,8224287.0,1644857.0,5089052.0,0.0,0.0,,616.1,4512571.0,7324.413244603149,5089051.68,CAR (split),5089051.68,0.0,False,False,Lawton-Bronson,0.6187833264603161,0.6187833264603161,0.6410295126105655,0.6709033009891233,225.85591415801537,225.85591415801537,244.87970486103,0.0,,0.0,0.5486884138438057,0.0939721429666162,0.09069474788208964,0,0.001300178774581616,0.9737609329446064,0.8374233128834356,0.2723076923076923,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,226-day practical cushion; 0 risk flag(s)
3555,Lawton-Bronson,2024,9605538.12,8787737.48,6089811.34,5836277.81,0.0,,,,,,6234776.07,2026.0,8787737.0,1757547.0,5836278.0,0.0,0.0,,611.5,5674762.0,9280.068683565005,5836277.81,CAR (split),5836277.81,0.0,False,False,Lawton-Bronson,0.6641388438472106,0.6641388438472106,0.6929896749714921,,242.41067800423184,242.41067800423184,,0.0,,0.0,0.645759163028616,0.08513845135830858,0.0833383609938107,0,0.0022947057859366944,0.9880952380952381,0.896551724137931,0.2554858934169279,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,242-day practical cushion; 0 risk flag(s)
3600,Le Mars,2017,23083894.0,22208441.0,4071716.0,,,739118.0,288194.0,2891828.0,0.0,26899.0,8375742.0,,,,,,,,2122.6,4642942.0,2187.384339960426,,missing,,,False,False,Le Mars,,,0.1833409197881112,,,,,,,,0.2090620408699557,0.037924840583655424,,0,,,0.46546546546546547,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3600,Le Mars,2018,23648006.0,22952327.0,4767395.0,,,890013.0,313116.0,8206202.0,0.0,27678.0,14624706.0,,,,,,,,2170.4,4737572.0,2182.8105418356063,,missing,,,False,False,Le Mars,,,0.20770856915727978,,,,,,,,0.20640922377935797,0.02941808286077059,0.033671461722213004,0,,,0.4114114114114114,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3600,Le Mars,2019,24081837.64,23564600.52,5284632.61,,,1516176.7,201079.34,5776159.72,0.0,27678.05,13182292.5,,,,,,,,2184.3,5167901.0,2365.9300462390697,,missing,,,False,False,Le Mars,,,0.22426149789871339,,,,,,,,0.21930781281922618,0.021478307749275276,0.029607077064567097,0,,,0.3853211009174312,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3600,Le Mars,2020,24920249.0,23539513.89,6665367.72,,,1789297.33,503309.15,3730076.2,0.0,28434.41,13147470.83,2022.0,23539514.0,4707903.0,6255709.0,0.0,0.0,,2254.4,6352826.0,2817.967530163236,6255709.0,SBRC (combined),,,False,False,Le Mars,,0.2657535337914321,0.28315655757154634,0.3417660350844229,,97.0000398338727,124.74460280581435,0.0,,0.0,0.26987923496155086,0.05540615224189772,0.035434180950647855,0,0.06209365872043729,0.7339449541284404,0.43425076452599387,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,97-day practical cushion; 0 risk flag(s)
3600,Le Mars,2021,25721024.81,24996781.35,7389611.18,,,2382356.47,216803.62,4134671.12,0.0,29279.83,14579850.2,2023.0,24996781.0,4999356.0,6968209.0,0.0,0.0,,2208.1,7337134.0,3322.8268647253294,6968209.0,SBRC (combined),,,False,False,Le Mars,,0.2787642497821024,0.2956225074153397,0.37407077891650237,,101.74895117046738,136.53583430452338,0.0,,0.0,0.29352314993146106,0.02815764400329884,0.03501403466482394,0,0.017370070033173524,0.7125382262996942,0.44648318042813456,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,102-day practical cushion; 0 risk flag(s)
3600,Le Mars,2022,27141007.27,26947252.48,7583365.97,,,2639299.16,640949.25,4687157.1,0.0,30466.43,16057504.04,2024.0,26947252.0,5389450.0,7220553.0,0.0,0.0,,2232.3,7869723.0,3525.3877167047435,7220553.0,SBRC (combined),,,False,False,Le Mars,,0.2679513618451093,0.2814151823317907,0.365894525511196,,97.8022470734649,133.55150181158655,0.0,,0.0,0.2920417584627908,0.007138820901984862,0.03023420571572714,0,0.021975003433594285,0.68,0.42201834862385323,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,98-day practical cushion; 0 risk flag(s)
3600,Le Mars,2023,29651170.84,27923917.56,9310619.25,8693870.48,0.0,2522782.17,897918.89,5594395.82,0.0,0.0,18801862.79,2025.0,27923918.0,5584784.0,8693870.0,0.0,0.0,,2235.8,9031926.0,4039.6842293586183,8693870.48,CAR (split),8693870.48,0.0,False,False,Le Mars,0.3113413603703534,0.3113413603703534,0.3334281169536586,0.40168621132399596,113.639596535179,113.639596535179,146.61546713325853,0.0,,0.0,0.3234476674196284,0.05825244774718654,0.03118297088415674,0,-0.00825053229240592,0.7842565597667639,0.49693251533742333,0.2723076923076923,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,114-day practical cushion; 0 risk flag(s)
3600,Le Mars,2024,29082712.43,27783339.0,10609992.68,10068129.94,0.0,,,,,,11165300.78,2026.0,27783339.0,5556668.0,10068130.0,0.0,0.0,,2235.3,10692593.0,4783.515859168791,10068129.94,CAR (split),10068129.94,0.0,False,False,Le Mars,0.36238012788887614,0.36238012788887614,0.3818832819194266,,132.2687466794398,132.2687466794398,,0.0,,0.0,0.3848562982296692,0.04467855029435436,0.03668993964784192,0,0.012318282686472656,0.8630952380952381,0.5987460815047022,0.2554858934169279,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,132-day practical cushion; 0 risk flag(s)
3609,Lenox,2017,5566382.0,5314430.0,1352187.0,,,1099455.0,141118.0,85969.0,0.0,13080.0,2722429.0,,,,,,,,473.0,2438637.0,5155.680761099366,,missing,,,False,False,Lenox,,,0.2544368822244342,,,,,,,,0.4588708478613887,0.04526315297800259,,0,,,0.9069069069069069,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3609,Lenox,2018,5774237.0,5403435.0,1722990.0,,,1102527.0,368833.0,324290.0,0.0,14838.0,3564098.0,,,,,,,,467.1,3002624.0,6428.225219439092,,missing,,,False,False,Lenox,,,0.31886938586288166,,,,,,,,0.5556880021689906,0.06421662290619523,0.054739887942098914,0,,,0.9429429429429429,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3609,Lenox,2019,5920289.89,5566998.08,2076281.94,,,1160288.23,631802.89,521012.02,0.0,20656.12,4443731.28,,,,,,,,460.5,3581902.0,7778.2888165038,,missing,,,False,False,Lenox,,,0.3729625751909726,,,,,,,,0.6434171430502811,0.05967474846067033,0.05638484144828939,0,,,0.9541284403669725,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3609,Lenox,2020,5957103.02,5662430.42,2370954.54,,,1233904.03,764300.5,315865.99,13540024.45,23398.52,18310174.47,2022.0,5662430.0,1132486.0,2018107.0,0.0,0.0,,447.7,4070832.0,9092.767478222024,2018107.0,SBRC (combined),,,False,False,Lenox,,0.35640296662576915,0.41871676367548194,0.5743136407493376,,130.08708281840575,209.6244788735082,0.0,,0.0,0.7189195624588355,0.04946575525229034,0.05778570887305196,0,-0.05348837209302328,0.8899082568807339,0.9541284403669725,0.23700305810397554,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,130-day practical cushion; 1 risk flag(s)
3609,Lenox,2021,6129134.74,5941539.26,2558550.02,,,1198282.56,1035940.37,180574.72,10312881.06,39130.74,15398179.09,2023.0,5941539.0,1188308.0,2223329.0,0.0,0.0,,441.3,4656637.0,10552.0892816678,2223329.0,SBRC (combined),,,False,False,Lenox,,0.3742008430320462,0.43062073783216914,0.5758796517655258,,136.58330770669687,210.19607289441691,0.0,,0.0,0.7837425280263148,0.030607171804482216,0.046582558505814296,0,-0.05523442517662173,0.8776758409785933,0.9541284403669725,0.2889908256880734,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,137-day practical cushion; 1 risk flag(s)
3609,Lenox,2022,6426134.86,6411885.87,2572799.01,,,1028333.87,1297147.34,578636.03,18831786.77,355228.65,24765416.05,2024.0,6411886.0,1282377.0,2233110.0,0.0,0.0,,453.7,5001373.0,11023.52435530086,2233110.0,SBRC (combined),,,False,False,Lenox,,0.34827662957138694,0.40125464834576036,0.5086559455556872,,127.12096979355623,185.65942012782583,0.0,,0.0,0.7800159112938172,0.0022173499794867707,0.027430092345419776,0,-0.014766558089033684,0.8338461538461538,0.9510703363914373,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,127-day practical cushion; 0 risk flag(s)
3609,Lenox,2023,6970299.6,6879655.65,2663442.96,2353970.83,0.0,996331.45,1485887.55,279561.14,260546.4,58767.87,5801655.49,2025.0,6879656.0,1375931.0,2353971.0,0.0,0.0,,450.3,5261070.0,11683.477681545635,2353970.83,CAR (split),2353970.83,0.0,False,False,Lenox,0.3421640485741463,0.3421640485741463,0.3871477142900313,0.4869869148174589,124.8898777295634,124.8898777295634,177.7502239083725,0.0,,0.0,0.7647286823142085,0.013004311895000792,0.015276277892989928,0,0.005807460352914949,0.8367346938775511,0.9539877300613497,0.2723076923076923,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,125-day practical cushion; 0 risk flag(s)
3609,Lenox,2024,6733030.2,6569519.62,2826953.54,2440936.97,0.0,,,,,,2881143.31,2026.0,6569520.0,1313904.0,2440937.0,0.0,0.0,,450.4,5771248.0,12813.605683836591,2440936.97,CAR (split),2440936.97,0.0,False,False,Lenox,0.3715548641591545,0.3715548641591545,0.43031358508980294,,135.6175254180914,135.6175254180914,,0.0,,0.0,0.8784885857453303,0.02428484280376465,0.013168834892750739,0,0.020620892816677918,0.8809523809523809,0.9717868338557993,0.2554858934169279,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,136-day practical cushion; 0 risk flag(s)
3645,Lewis Central,2017,32841813.0,34164548.0,4548132.0,,,1184769.0,1669989.0,4999731.0,57674.0,2662684.0,15200976.0,,,,,,,,2587.3,3314777.0,1281.1722645228615,,missing,,,False,False,Lewis Central,,,0.1331243135427988,,,,,,,,0.09702387984175877,-0.04027594335306641,,0,,,0.12312312312312312,,,True,False,True,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
3645,Lewis Central,2018,34150744.0,34188975.0,4509901.0,,,1631319.0,1260497.0,4016671.0,96612.0,1940593.0,13619018.0,,,,,,,,2494.5,1718667.0,688.9825616355984,,missing,,,False,False,Lewis Central,,,0.13191097422487805,,,,,,,,0.0502696263927187,-0.0011194778069842344,-0.020697710580025324,1,,,0.04504504504504504,,,True,False,True,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
3645,Lewis Central,2019,34421371.54,33508920.61,5422351.52,,,2091987.29,1394609.02,5164165.08,16345.78,2161193.65,16467209.63,,,,,,,,2475.6,651005.0,262.9685732751656,,missing,,,False,False,Lewis Central,,,0.1618181493551845,,,,,,,,0.01942781170354147,0.026508267659807485,-0.004962384500081053,0,,,0.01529051987767584,,,False,False,True,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
3645,Lewis Central,2020,36173756.75,33870769.24,7725339.03,,,2475716.33,845676.85,5023257.99,428921.48,2160693.65,18869185.31,2022.0,33870769.0,6774154.0,6795870.0,0.0,0.0,,2542.8,162742.0,64.00110114834041,6795870.0,SBRC (combined),,,False,False,Lewis Central,,0.20064114729270316,0.2280827747152754,0.27373415301860443,,73.23401876183665,99.91296585179062,0.0,,0.0,0.004804791968167298,0.06366459325516413,0.029684461035995795,0,-0.017199397054844818,0.5412844036697247,0.009174311926605505,0.23700305810397554,,False,False,True,False,False,False,False,False,False,1,Low,Low risk,73-day practical cushion; 1 risk flag(s)
3645,Lewis Central,2021,38522814.75,35947008.38,10301145.4,,,2851966.79,720005.94,15893602.53,214890.98,5722100.33,35979819.29,2023.0,35947008.0,7189402.0,9233301.0,0.0,0.0,,2624.7,711962.0,271.2546195755706,9233301.0,SBRC (combined),,,False,False,Lewis Central,,0.25685867659399364,0.28656474806207505,0.3361967611392088,,93.75341695680768,122.71181781581122,0.0,,0.0,0.019805876263019356,0.06686443830016334,0.052345766405044986,0,0.052194828622970466,0.6697247706422018,0.01529051987767584,0.2889908256880734,,False,False,True,False,False,False,False,False,False,1,Very low,Low risk,94-day practical cushion; 1 risk flag(s)
3645,Lewis Central,2022,37332245.95,37343116.26,10290275.09,,,3830027.48,446516.78,6356621.84,1196858.42,5598680.79,28086150.81,2024.0,37343116.0,7468623.0,9219553.0,0.0,0.0,,2608.5,1013263.0,388.44661682959554,9219553.0,SBRC (combined),,,False,False,Lewis Central,,0.24688761740742846,0.27556015995971944,0.3494507632716778,,90.11398035371138,127.5495285941624,0.0,,0.0,0.02713386298414936,-0.0002911774987916293,0.04341261801884528,1,0.053683955404750405,0.6123076923076923,0.01529051987767584,0.2815384615384615,,True,False,True,False,False,False,False,False,False,2,Very low,Low risk,90-day practical cushion; 2 risk flag(s)
3645,Lewis Central,2023,38407926.0,38470374.22,10227826.87,9302900.48,0.0,4549405.8,62094.47,7034104.78,0.0,4640381.38,26861732.26,2025.0,38470374.0,7694075.0,9302900.0,0.0,0.0,,2627.1,1407019.0,535.578775075178,9302900.48,CAR (split),9302900.48,0.0,False,False,Lewis Central,0.24181985927143915,0.24181985927143915,0.2658624221202078,0.360077242835825,88.26424863407529,88.26424863407529,131.42819363507613,0.0,,0.0,0.036574091844121394,-0.0016259201290899907,0.02164911355742724,2,0.033152430391694084,0.6180758017492711,0.018404907975460124,0.2723076923076923,False,True,True,True,False,False,False,False,False,False,3,Very low,Low risk,88-day practical cushion; 3 risk flag(s)
3645,Lewis Central,2024,40779116.24,40884095.3,10122847.81,9309617.11,0.0,,,,,,10768837.78,2026.0,40884095.0,8176819.0,9309617.0,0.0,0.0,,2655.6,2631139.0,990.788898930562,9309617.11,CAR (split),9309617.11,0.0,False,False,Lewis Central,0.2277075484167556,0.2277075484167556,0.24759867463668692,,83.1132551721158,83.1132551721158,,0.0,,0.0,0.06435605290255744,-0.0025743338669272477,-0.001497143831602956,3,0.011772774031317901,0.5922619047619048,0.03761755485893417,0.2554858934169279,False,True,True,True,False,False,False,False,False,False,3,Very low,Low risk,83-day practical cushion; 3 risk flag(s)
3715,Linn-Mar,2017,79943503.0,79674922.0,10394825.0,,,2021542.0,871058.0,6623707.0,0.0,4339699.0,25461593.0,,,,,,,,7197.9,13380089.0,1858.887870073216,,missing,,,True,True,Linn-Mar CSD,,,0.13046545561726436,,,,,,,,0.1679335061037148,0.0033596351163145805,,0,,,0.3333333333333333,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
3715,Linn-Mar,2018,83490494.0,83913662.0,9971656.0,,,2110684.0,1134947.0,5848876.0,0.0,4078964.0,24472500.0,,,,,,,,7312.5,12836587.0,1755.430700854701,,missing,,,True,True,Linn-Mar CSD,,,0.11883233030635702,,,,,,,,0.15297374341737105,-0.005068457254546847,-0.0008544110691161334,1,,,0.23123123123123124,,,True,False,True,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
3715,Linn-Mar,2019,86598384.92,86709904.23,9860136.76,,,2296859.52,953611.34,5506893.22,6681464.55,4207932.9,31049549.59,,,,,,,,7436.2,12720841.0,1710.6641833194374,,missing,,,True,True,Linn-Mar CSD,,,0.11371407738896541,,,,,,,,0.14670574385894464,-0.0012877758644462532,-0.00099886600089284,2,,,0.1529051987767584,,,True,True,True,False,False,False,False,False,False,3,,Unscored (insufficient component data),3 risk flag(s)
3715,Linn-Mar,2020,88965473.33,87766217.17,11059392.92,,,1997348.45,2193251.66,6732382.72,13262295.61,712711.04,37347059.57,2022.0,87766217.0,17553243.0,9917191.0,7636052.0,6650000.0,,7556.7,14040602.0,1858.0335331560077,9917191.0,SBRC (combined),,,True,True,Linn-Mar CSD,,0.11299553882777878,0.12600967976753918,0.13575313866976818,,41.243371672139254,49.549895614465385,0.0757694727473464,0.8708688730773442,986052.0,0.1599772948263665,0.013480017754208878,0.002374594878405259,0,0.049847872296086386,0.20795107033639143,0.1437308868501529,0.9174311926605505,,False,False,True,False,True,False,False,False,False,2,Moderate,Moderate risk,41-day practical cushion; 2 risk flag(s)
3715,Linn-Mar,2021,96748465.67,93852702.81,13955155.78,,,1580998.85,5037518.47,6495345.46,2231057.09,858213.57,31165109.87,2023.0,93852703.0,18770541.0,13220229.0,5550312.0,5550312.0,Max,7675.5,17353232.0,2260.860139404599,13220229.0,SBRC (combined),,,True,True,Linn-Mar CSD,,0.1408614627408619,0.14869210328712107,0.15770699624883824,,51.41443390041459,57.56305363082596,0.05913854192602554,1.0,0.0,0.18489858555411803,0.029930840142490492,0.014041027344084371,0,0.04964102564102564,0.22629969418960244,0.1529051987767584,0.8685015290519877,,False,False,True,False,True,True,False,False,False,3,Low,Low risk,51-day practical cushion; 3 risk flag(s)
3715,Linn-Mar,2022,99597114.27,101239181.82,12313088.23,,,1443078.47,3926862.86,3752185.18,1160230.32,346133.43,24181390.44,2024.0,101239182.0,20247836.0,11881513.0,8366323.0,8366323.0,Max,7597.9,15178761.0,1997.7574066518384,11881513.0,SBRC (combined),,,True,True,Linn-Mar CSD,,0.11736081610304741,0.1216237429880881,0.13161496596930916,,42.8366978776123,48.039462578797846,0.08263918030150672,1.0,0.0,0.1499297083118209,-0.01648709967186881,0.008974586074943522,1,0.02174497727333851,0.13846153846153847,0.09174311926605505,0.9507692307692308,,True,False,True,False,True,True,False,False,False,4,Moderate,High risk,43-day practical cushion; 4 risk flag(s)
3715,Linn-Mar,2023,99953620.06,105197159.45,7069548.84,5866073.29,535796.5,2308569.5,4559679.02,5742145.7,14530979.61,347991.13,35535671.68,2025.0,105197159.0,21039432.0,6401870.0,14637562.0,9190345.0,,7579.3,11599857.0,1530.465478342327,6401869.79,CAR (split),5866073.29,535796.5,True,True,Linn-Mar CSD,0.05576265861806024,0.06085591876692066,0.06720284917350969,0.08280108831398678,20.353370395591988,22.212410349926042,30.22239723460517,0.08736305284334367,0.6278603636315938,5447217.0,0.11026777776745378,-0.05245972468883485,-0.013005328072737722,2,0.0029907234639459505,0.0641399416909621,0.05214723926380368,0.9415384615384615,False,True,True,True,False,True,False,False,False,False,4,Moderate,High risk,22-day practical cushion; 4 risk flag(s)
3715,Linn-Mar,2024,104781278.47,104742031.77,7108795.54,5757808.67,605773.74,,,,,,8112913.0,2026.0,104742032.0,20948406.0,6363582.0,14584824.0,10299069.0,,7685.5,11177467.0,1454.357816667751,6363582.41,CAR (split),5757808.67,605773.74,True,True,Linn-Mar CSD,0.05497132882283023,0.06075481163066998,0.06786955933421264,,20.064535020333032,22.175506245194544,,0.09832794749117936,0.7061496936815967,4285755.0,0.10671424652659285,0.00037455832351997626,-0.02285742201239456,0,0.0013028467200833821,0.09226190476190477,0.06583072100313479,0.9686520376175548,False,False,False,True,False,True,False,False,False,False,2,Moderate,Moderate risk,22-day practical cushion; 2 risk flag(s)
3744,Lisbon,2017,7563118.0,7321418.0,1833021.0,,,374321.0,129719.0,677969.0,0.0,731838.0,3795333.0,,,,,,,,672.3,2320589.0,3451.7164956120782,,missing,,,False,False,Lisbon,,,0.25036420540392584,,,,,,,,0.31695895521878414,0.03195771902540725,,0,,,0.7447447447447447,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
