district_code,district_name,fiscal_year,gf_revenues,gf_expenditures,gf_total_fund_balance,gf_unassigned_car,gf_assigned_car,management_fund_balance,ppel_fund_balance,save_fund_balance,other_capital_projects_balance,debt_service_fund_balance,total_governmental_fund_balance,cash_reserve_levy_budget_fy,sbrc_expenditures,sbrc_20pct_cap,gf_assigned_plus_unassigned_sbrc,max_cash_reserve_levy_capacity,cash_reserve_levy_amount,levying_maximum_cash_reserve,certified_enrollment,unspent_authorized_budget,uab_per_pupil,gf_assigned_plus_unassigned,assigned_unassigned_source,gf_unassigned,gf_assigned,is_focus15,is_named_focus,district_name_display,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,flag_audit_concern,risk_flag_count,cushion_band,risk_class,risk_rationale
594,Belmond-Klemme,2023,10291578.34,10532675.55,2089112.17,1674132.6,0.0,694539.6,744205.32,666451.5,0.0,14.52,4322174.29,2025.0,10532676.0,2106535.0,1674133.0,432402.0,200000.0,,756.0,3055471.0,4041.628306878307,1674132.6,CAR (split),1674132.6,0.0,False,False,Belmond-Klemme,0.1589465651014001,0.1589465651014001,0.19834582011785218,0.2248879867945804,58.015496262011034,58.015496262011034,82.08411518002185,0.018988527563635053,0.4625325507282575,232402.0,0.29009447651693776,-0.023426650610328142,0.012026882413834155,1,-0.04485154769425142,0.32653061224489793,0.4171779141104294,0.6246153846153846,False,True,False,False,True,False,False,False,False,False,2,Low,Low risk,58-day practical cushion; 2 risk flag(s)
594,Belmond-Klemme,2024,10006070.86,10347655.9,1747527.13,1631627.21,0.0,,,,,,1894516.74,2026.0,10347656.0,2069531.0,1631627.0,437904.0,400000.0,,740.1,3577507.0,4833.815700581003,1631627.21,CAR (split),1631627.21,0.0,False,False,Belmond-Klemme,0.15768085310992994,0.15768085310992994,0.16888144975907055,,57.55351138512442,57.55351138512442,,0.03865609794774873,0.9134422156454383,37904.0,0.34573115250189174,-0.034137779432035824,-0.010443052171186335,2,-0.04490902051877656,0.36904761904761907,0.5203761755485894,0.7084639498432602,False,True,True,False,True,False,True,False,False,False,4,Low,Moderate risk,58-day practical cushion; 4 risk flag(s)
603,Bennett,2017,1966361.0,2045830.0,395824.0,,,365713.0,187506.0,220797.0,0.0,0.0,1176075.0,,,,,,,,187.3,105628.0,563.950880939669,,missing,,,False,False,Bennett,,,0.19347844151273566,,,,,,,,0.05163087842098317,-0.04041424743472841,,0,,,0.04804804804804805,,,True,False,True,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
603,Bennett,2018,2191366.0,2103584.0,483607.0,,,462744.0,236266.0,212988.0,0.0,0.0,1401928.0,,,,,,,,186.0,148984.0,800.989247311828,,missing,,,False,False,Bennett,,,0.2298966906004229,,,,,,,,0.07082388913397325,0.04005811899974719,-0.00017806421749061094,0,,,0.06306306306306306,,,False,False,True,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
603,Bennett,2019,2460250.82,2258742.38,685115.39,,,466257.97,289112.74,228316.16,0.0,0.0,1675184.07,,,,,,,,187.1,410007.0,2191.378941742384,,missing,,,False,False,Bennett,,,0.3033171892759191,,,,,,,,0.1815200368268647,0.08190564895330467,0.027183173506107817,0,,,0.2691131498470948,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
603,Bennett,2020,2583536.38,2343354.76,925297.01,,,458281.59,211037.28,364533.36,0.0,0.0,1965360.9,2022.0,2343355.0,468671.0,518876.0,0.0,0.0,,207.3,724386.0,3494.3849493487696,518876.0,SBRC (combined),,,False,False,Bennett,,0.22142443340503853,0.3948599784353608,0.41699089129808076,,80.81991819283907,152.20167532379946,0.0,,0.0,0.309123489266303,0.09296622329738594,0.07164333041681259,0,0.10678056593699946,0.6146788990825688,0.5626911314984709,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,81-day practical cushion; 0 risk flag(s)
603,Bennett,2021,2727516.79,2363108.47,1289705.33,,,442693.51,308427.68,305256.87,0.0,0.0,2351799.89,2023.0,2363108.0,472622.0,779913.0,0.0,0.0,,194.4,1068924.0,5498.58024691358,779913.0,SBRC (combined),,,False,False,Bennett,,0.3300369026225867,0.5457664539622255,0.5173721500816253,,120.46346945724416,188.84083477979323,0.0,,0.0,0.45233810194078816,0.13360442778429232,0.10282543334499432,0,0.04516129032258068,0.8165137614678899,0.7951070336391437,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,120-day practical cushion; 0 risk flag(s)
603,Bennett,2022,2637182.96,2302585.95,1624302.34,,,528227.33,387097.34,360218.97,0.0,0.0,2905579.8200000003,2024.0,2302586.0,460517.0,1116978.0,0.0,0.0,,202.1,1368827.0,6773.018307768431,1116978.0,SBRC (combined),,,False,False,Bennett,,0.48509720125756867,0.7054252806502185,0.7145033304837112,,177.06047845901256,260.79371562655456,0.0,,0.0,0.5944737915212241,0.12687667677027603,0.11781577595065142,0,0.08017103153393908,0.9476923076923077,0.8929663608562691,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,177-day practical cushion; 0 risk flag(s)
603,Bennett,2023,2616823.4,2314995.87,1926129.87,1446899.13,0.0,624013.18,563128.78,381540.25,0.0,0.0,3500568.72,2025.0,2314996.0,462999.0,1446899.0,0.0,0.0,,185.1,1797304.0,9709.908157752569,1446899.13,CAR (split),1446899.13,0.0,False,False,Bennett,0.6250115383575175,0.6250115383575175,0.8320230264600861,0.8945641488336651,228.1292115004939,228.1292115004939,326.51591432428773,0.0,,0.0,0.7763746032082554,0.11534119191994378,0.12527409882483737,0,-0.10709117221418242,0.9766763848396501,0.9570552147239264,0.2723076923076923,False,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,228-day practical cushion; 1 risk flag(s)
603,Bennett,2024,2423903.36,2717310.77,1632722.46,1231816.0,0.0,,,,,,1638385.2,2026.0,2717311.0,543462.0,1231816.0,0.0,0.0,,175.2,1582003.0,9029.697488584476,1231816.0,CAR (split),1231816.0,0.0,False,False,Bennett,0.4533217229327067,0.4533217229327067,0.6008596727418115,,165.46242887043795,165.46242887043795,,0.0,,0.0,0.5821943582846065,-0.12104748681069535,0.04039012729317481,1,-0.09876543209876552,0.9285714285714286,0.8620689655172413,0.2554858934169279,False,True,False,False,True,False,False,False,False,False,2,Very low,Low risk,165-day practical cushion; 2 risk flag(s)
609,Benton,2017,16612497.0,16370159.0,3906223.0,,,837399.0,281115.0,1665657.0,0.0,1762423.0,8743580.0,,,,,,,,1483.0,2986336.0,2013.712744436952,,missing,,,False,False,Benton,,,0.2386185131127926,,,,,,,,0.18242559525536678,0.014587692626821844,,0,,,0.4114114114114114,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
609,Benton,2018,16369596.0,16751889.0,3523928.0,,,2150981.0,424190.0,1738654.0,0.0,1789824.0,9888131.0,,,,,,,,1514.8,2896134.0,1911.891998943755,,missing,,,False,False,Benton,,,0.21036003760531125,,,,,,,,0.17288402519859103,-0.02335384452982224,-0.004383075951500198,1,,,0.2882882882882883,,,True,False,False,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
609,Benton,2019,16652339.66,17137794.06,3038473.66,,,2277629.06,533475.58,1255739.87,0.0,5477806.08,12819639.34,,,,,,,,1486.7,3030813.0,2038.6177439967717,,missing,,,False,False,Benton,,,0.17729666078155687,,,,,,,,0.17684965692719967,-0.029152323932359576,-0.01263949194511999,2,,,0.25688073394495414,,,True,True,False,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
609,Benton,2020,17677506.05,17186835.06,3529144.65,,,2078593.45,697739.59,1250915.53,0.0,1303412.5,9062224.18,2022.0,17186835.0,3437367.0,2765010.0,672357.0,672357.0,Max,1502.1,3659167.0,2436.0342187604024,2765010.0,SBRC (combined),,,False,False,Benton,,0.16087953310468323,0.20533999643794804,0.28182055818251395,,58.72102958320938,102.86450373661759,0.03912046619710797,1.0,0.0,0.21290522584441446,0.02775679943834623,-0.008249789674611862,0,0.012879298718813156,0.3669724770642202,0.2874617737003058,0.7155963302752294,,False,False,False,False,False,True,False,False,False,1,Low,Low risk,59-day practical cushion; 1 risk flag(s)
609,Benton,2021,19848299.01,18124646.57,5252797.09,,,1740572.89,836113.1,1728823.96,0.0,1318259.39,11139056.14,2023.0,18124647.0,3624929.0,4349197.0,0.0,0.0,,1522.3,4857394.0,3190.8257242330683,4349197.0,SBRC (combined),,,False,False,Benton,,0.23996037567975595,0.2898151458961111,0.3359938560170224,,87.58553712311092,122.63775744621319,0.0,,0.0,0.26799937760110487,0.08684131769334934,0.028481931066445327,0,0.0049511486664906255,0.581039755351682,0.3669724770642202,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,88-day practical cushion; 0 risk flag(s)
609,Benton,2022,19846286.71,18795432.56,6303651.24,,,1672845.38,971728.18,1331701.98,0.0,1334161.98,11892533.68,2024.0,18795433.0,3759087.0,5644544.0,0.0,0.0,,1500.9,5607437.0,3736.049703511226,5644544.0,SBRC (combined),,,False,False,Benton,,0.30031466325561385,0.33538207859154484,0.38931742361560207,,109.61485208829906,142.10085961969475,0.0,,0.0,0.2983404070164161,0.05294966082851688,0.055849259320070815,0,0.009551355350776919,0.7569230769230769,0.44036697247706424,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,110-day practical cushion; 0 risk flag(s)
609,Benton,2023,18881061.55,19022072.85,6162639.94,5565735.32,0.0,1849457.15,1043686.21,1642329.78,0.0,1351099.69,12305704.85,2025.0,19022073.0,3804415.0,5565735.0,0.0,0.0,,1510.7,6127928.0,4056.350036406964,5565735.32,CAR (split),5565735.32,0.0,False,False,Benton,0.2925935235286411,0.2925935235286411,0.32397310159602294,0.3898204222259616,106.796636087954,106.796636087954,142.28445411247597,0.0,,0.0,0.32214827733666257,-0.007468398936499455,0.04410752652845559,1,0.005725317888289819,0.7317784256559767,0.49079754601226994,0.2723076923076923,False,True,False,False,False,False,False,False,False,False,1,Very low,Low risk,107-day practical cushion; 1 risk flag(s)
609,Benton,2024,20217655.75,18782044.57,7598251.12,6942570.32,0.0,,,,,,7855217.19,2026.0,18782045.0,3756409.0,6942570.0,0.0,0.0,,1537.7,8015650.0,5212.752812642258,6942570.32,CAR (split),6942570.32,0.0,False,False,Benton,0.3696386883826887,0.3696386883826887,0.4045486683668327,,134.91812125968139,134.91812125968139,,0.0,,0.0,0.4267719613871622,0.07100779624264796,0.03882968604488846,0,0.010116271431386778,0.8779761904761905,0.670846394984326,0.2554858934169279,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,135-day practical cushion; 0 risk flag(s)
621,Bettendorf,2017,48063856.0,48741823.0,11452535.0,,,5186185.0,2064699.0,5082758.0,0.0,2824.0,24210498.0,,,,,,,,4056.9,14418739.0,3554.127289309571,,missing,,,False,False,Bettendorf,,,0.23496320603355356,,,,,,,,0.2958186237720325,-0.014105547420082151,,0,,,0.6846846846846847,,,True,False,False,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
621,Bettendorf,2018,49503137.0,49432408.0,11523262.0,,,5905927.0,3011452.0,931136.0,0.0,2824.0,21873437.0,,,,,,,,4134.1,16017753.0,3874.544157132144,,missing,,,False,False,Bettendorf,,,0.23311148427161388,,,,,,,,0.3240334357169086,0.0014287781398580862,-0.006338384640112033,0,,,0.7147147147147147,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
621,Bettendorf,2019,52321211.33,50683971.63,13160501.92,,,5358918.43,1286956.21,15353692.15,0.0,2523.99,35701028.45,,,,,,,,4100.0,17142909.0,4181.197317073171,,missing,,,False,False,Bettendorf,,,0.2596580634223672,,,,,,,,0.33823136681445576,0.0312920832370185,0.006205104652264812,0,,,0.6941896024464832,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
621,Bettendorf,2020,50806384.88,52062550.09,11904336.71,,,5530602.7,4301067.45,6246579.46,0.0,373150.96,28909343.78,2022.0,52062550.0,10412510.0,10607573.0,0.0,0.0,,4185.3,17781105.0,4248.4660597806605,10607573.0,SBRC (combined),,,False,False,Bettendorf,,0.20374670433282266,0.22865450673125104,0.3099766659931582,,74.36754708148027,113.14148308750275,0.0,,0.0,0.3415335009380444,-0.024724554068685407,0.0026654357693970607,1,0.03164978185313912,0.5504587155963303,0.654434250764526,0.23700305810397554,,True,False,False,False,False,False,False,False,False,1,Low,Low risk,74-day practical cushion; 1 risk flag(s)
621,Bettendorf,2021,53165088.19,52973351.11,12096073.79,,,5705250.13,5697716.73,5763052.74,0.0,3097509.2,32915547.12,2023.0,52973351.0,10594670.0,10887335.0,0.0,0.0,,4171.0,19047892.0,4566.744665547831,10887335.0,SBRC (combined),,,False,False,Bettendorf,,0.2055247548412083,0.2283426201389886,0.3132251364567296,,75.01653551704104,114.32717480670631,0.0,,0.0,0.35957498630673285,0.0036064471352849686,0.0033913254345393543,0,0.008925763769623287,0.45565749235474007,0.6238532110091743,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,75-day practical cushion; 0 risk flag(s)
621,Bettendorf,2022,55648596.64,55643395.77,12101274.66,,,5584757.44,6658325.7,4060157.93,0.0,3139153.26,32257568.91,2024.0,55643396.0,11128679.0,10462548.0,666131.0,507800.0,,4071.1,20229237.0,4968.985532165754,10462548.0,SBRC (combined),,,False,False,Bettendorf,,0.1880285675454922,0.21747908251358686,0.28839550889976173,,68.63042715410465,105.26436074841303,0.009125970709964813,0.7623125181083,158331.0,0.3635514461341797,9.345914028421252e-05,-0.007008215931038742,0,-0.0070487804878049,0.39384615384615385,0.5840978593272171,0.6092307692307692,,False,False,False,False,False,False,False,False,False,0,Low,Low risk,69-day practical cushion; 0 risk flag(s)
621,Bettendorf,2023,55808968.03,55777820.91,12132421.78,9524406.19,0.0,5345736.53,7696671.5,4115973.32,0.0,3237662.27,33112397.95,2025.0,55777821.0,11155564.0,9524406.0,1631158.0,1631158.0,Max,4044.3,21744359.0,5376.544519447123,9524406.19,CAR (split),9524406.19,0.0,False,False,Bettendorf,0.17075615423141133,0.17075615423141133,0.21751336968821716,0.2665959780679428,62.325996294465135,62.325996294465135,97.3075319947991,0.029243845912014853,1.0,0.0,0.3898388041204674,0.0005581024179350833,0.0014193362311680884,0,-0.033689341265859075,0.37026239067055394,0.6380368098159509,0.6984615384615385,False,False,False,False,True,False,True,False,False,False,2,Low,Low risk,62-day practical cushion; 2 risk flag(s)
621,Bettendorf,2024,60707278.82,57111839.7,15727860.9,12066915.59,1000.0,,,,,,16403291.63,2026.0,57111840.0,11422368.0,12067916.0,0.0,0.0,,4017.2,25580599.0,6367.76834611172,12067915.59,CAR (split),12066915.59,1000.0,False,False,Bettendorf,0.2112857098175389,0.21130321932178975,0.2753870472850483,,77.11928408340171,77.12567505245326,,0.0,,0.0,0.4479036069293352,0.0592258323859425,0.0199591313147206,0,-0.0368736514025414,0.5684523809523809,0.7053291536050157,0.2554858934169279,False,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,77-day practical cushion; 1 risk flag(s)
720,Bondurant-Farrar,2017,19244785.0,18268440.0,2581925.0,,,427810.0,617026.0,3287443.0,11455091.0,8227269.0,26693962.0,,,,,,,,1813.6,7973748.0,4396.640935156594,,missing,,,False,False,Bondurant-Farrar,,,0.1413325385199831,,,,,,,,0.4364766778115701,0.050732964800594034,,0,,,0.8768768768768769,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
720,Bondurant-Farrar,2018,20742033.0,19802214.0,3521742.0,,,419084.0,832330.0,3833619.0,1163015.0,1890994.0,11755190.0,,,,,,,,1916.2,9122464.0,4760.705563093623,,missing,,,False,False,Bondurant-Farrar,,,0.17784587117379905,,,,,,,,0.46067899276313246,0.045309878737537446,0.048021421769065736,0,,,0.8798798798798799,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
720,Bondurant-Farrar,2019,22046021.24,21601402.39,3966360.5,,,382162.05,1498898.57,4332547.75,853135.3,1957544.81,13119172.37,,,,,,,,1989.4,10406394.0,5230.920880667538,,missing,,,False,False,Bondurant-Farrar,,,0.18361587957993683,,,,,,,,0.4817462224034798,0.02016775930494376,0.03873686761435841,0,,,0.8807339449541285,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
720,Bondurant-Farrar,2020,24516988.44,23511458.22,4971890.72,,,329499.07,2297235.85,3395890.96,299555.42,2366215.98,13796780.88,2022.0,23511458.0,4702292.0,4134951.0,567341.0,567248.0,,2142.2,12446827.0,5810.301092334983,4134951.0,SBRC (combined),,,False,False,Bondurant-Farrar,,0.17586961052388525,0.2114667101239457,0.18988401434847288,,64.19240784121811,69.3076652371926,0.024126449099506345,0.9998360774208104,93.0,0.5293940887686889,0.04101361072387904,0.03549708292212008,0,0.18118659020732242,0.44648318042813456,0.8776758409785933,0.6085626911314985,,False,False,False,False,False,True,False,False,False,1,Low,Low risk,64-day practical cushion; 1 risk flag(s)
720,Bondurant-Farrar,2021,27173132.96,25245314.24,6899709.44,,,241874.18,2333992.5,2665940.07,-770306.28,2996248.45,14534907.48,2023.0,25245314.0,5049063.0,5972123.0,0.0,0.0,,2268.7,13662757.0,6022.284568254949,5972123.0,SBRC (combined),,,False,False,Bondurant-Farrar,,0.23656362298463512,0.2733065381720517,0.24614457641229187,,86.34572238939182,89.84277039048654,0.0,,0.0,0.5411997200792221,0.07094576554119958,0.04404237852334079,0,0.18395783321156442,0.5718654434250765,0.8685015290519877,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,86-day practical cushion; 0 risk flag(s)
720,Bondurant-Farrar,2022,28370122.98,27377188.77,7892643.65,,,831127.51,2324474.08,3615222.62,3625658.18,3073699.15,21567201.41,2024.0,27377189.0,5475438.0,4921077.0,554361.0,554361.0,Max,2311.3,15176774.0,6566.336693635616,4921077.0,SBRC (combined),,,False,False,Bondurant-Farrar,,0.1797509978596681,0.2882926993091702,0.21010939283522354,,65.60911421877886,76.68992838485659,0.02024901112591481,1.0,0.0,0.5543583794341497,0.034999291709097866,0.048986222658058826,0,0.16180758017492716,0.36615384615384616,0.8593272171253823,0.6707692307692308,,False,False,False,False,False,True,False,False,False,1,Low,Low risk,66-day practical cushion; 1 risk flag(s)
720,Bondurant-Farrar,2023,29418140.76,31585169.63,5725614.78,3866615.69,0.0,1432308.97,1783441.53,12045683.3,98567.41,3649417.09,24956044.14,2025.0,31585170.0,6317034.0,3866616.0,2450418.0,1009991.0,,2423.7,14448707.0,5961.42550645707,3866615.69,CAR (split),3866615.69,0.0,False,False,Bondurant-Farrar,0.12241870901106192,0.12241870901106192,0.1812754165031217,0.1677662245311171,44.6828287890376,44.6828287890376,61.234671953857735,0.03197674768986194,0.41217090308673865,1440427.0,0.4574522527267491,-0.07366301248196207,0.01076068158944512,1,0.13140696480253947,0.22157434402332363,0.7331288343558282,0.7076923076923077,False,True,False,False,False,False,False,False,False,False,1,Moderate,Moderate risk,45-day practical cushion; 1 risk flag(s)
720,Bondurant-Farrar,2024,31661975.65,32136218.13,5251372.3,4272579.53,0.0,,,,,,5475960.149999999,2026.0,32136218.0,6427244.0,4272580.0,2154664.0,1006904.0,,2514.9,14556906.0,5788.26434450674,4272579.53,CAR (split),4272579.53,0.0,False,False,Bondurant-Farrar,0.13295215736700006,0.13295215736700006,0.16340977892161201,,48.52753743895502,48.52753743895502,,0.03133237383212895,0.46731369717041726,1147760.0,0.45297508067418635,-0.014978297161314394,-0.017880672644726203,2,0.10852029796799942,0.2708333333333333,0.7115987460815048,0.6489028213166145,False,True,True,False,False,False,False,False,False,False,2,Low,Low risk,49-day practical cushion; 2 risk flag(s)
729,Boone,2017,24019991.0,24671129.0,3791817.0,,,485873.0,762548.0,4209966.0,0.0,990609.0,10568198.0,,,,,,,,2066.4,4077684.0,1973.327526132404,,missing,,,False,False,Boone,,,0.15369450664377785,,,,,,,,0.1652816131762758,-0.027108170023877196,,0,,,0.3183183183183183,,,True,False,False,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
729,Boone,2018,24587998.0,24393843.0,3985972.0,,,572813.0,600210.0,4289577.0,0.0,1179398.0,10986267.0,,,,,,,,2048.4,4400229.0,2148.1297598125366,,missing,,,False,False,Boone,,,0.16340074009658911,,,,,,,,0.18038277117713677,0.007896332186134064,-0.009605918918871567,0,,,0.3123123123123123,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
729,Boone,2019,25554373.16,24732139.33,4808205.36,,,547460.99,690027.7,5260714.82,0.0,1155198.97,12831719.99,,,,,,,,2053.4,4817694.0,2346.203370020454,,missing,,,False,False,Boone,,,0.19441121917697043,,,,,,,,0.19479487543385113,0.0321758559621817,0.004321339374812855,0,,,0.29357798165137616,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
729,Boone,2020,26201305.84,25540156.89,5469354.31,,,631515.59,735570.36,4927747.56,0.0,592540.49,12828710.86,2022.0,25540157.0,5108031.0,4786579.0,321452.0,321452.0,Max,2060.8,5328227.0,2585.51387810559,4786579.0,SBRC (combined),,,False,False,Boone,,0.18741384481761497,0.21414724794198395,0.2121402234659491,,68.40605335842946,77.43118156507143,0.012586140382162703,1.0,0.0,0.2086215453941168,0.025233435082867583,0.021768541077061113,0,-0.0027100271002709585,0.4892966360856269,0.27217125382262997,0.5321100917431193,,False,False,False,False,False,True,False,False,False,1,Low,Low risk,68-day practical cushion; 1 risk flag(s)
729,Boone,2021,27260792.99,26151359.0,6578788.3,,,555035.9,1019724.26,4159384.42,-196401.68,465527.78,13129577.98,2023.0,26151359.0,5230272.0,5690147.0,0.0,0.0,,2094.8,6221380.0,2969.9159824326903,5690147.0,SBRC (combined),,,False,False,Boone,,0.21758513582410766,0.25156582875865074,0.23880911504446098,,79.4185745757993,87.16532699122826,0.0,,0.0,0.2378989176050086,0.04069705493919304,0.032702115328080775,0,0.022651825815270497,0.5076452599388379,0.308868501529052,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,79-day practical cushion; 0 risk flag(s)
729,Boone,2022,28671369.64,27702498.96,7547658.98,,,649268.39,1202324.12,5557423.98,17819751.03,1070153.47,34489825.14,2024.0,27702499.0,5540500.0,6541658.0,0.0,0.0,,2021.0,7136189.0,3531.0188025729835,6541658.0,SBRC (combined),,,False,False,Boone,,0.23613963525260248,0.2724540840484522,0.2595768129215733,,86.1909668671999,94.74553671637426,0.0,,0.0,0.2576009121164136,0.03379227055300173,0.03324092019168745,0,-0.01577870848349084,0.5723076923076923,0.3516819571865443,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,86-day practical cushion; 0 risk flag(s)
729,Boone,2023,27833152.65,28030454.35,7350357.28,6109816.88,8709.01,1620709.72,4233247.8,3769034.08,454559.06,2218402.64,20389806.1,2025.0,28030454.0,5606091.0,6118526.0,0.0,0.0,,2020.2,7741188.0,3831.891891891892,6118525.89,CAR (split),6109816.88,8709.01,False,False,Boone,0.21797066874872115,0.21828136688765443,0.2622275468039283,0.2761009690875738,79.55929409328321,79.67269891399387,100.77685371696444,0.0,,0.0,0.2761706215439922,-0.007088729849652982,0.022466865214180592,1,-0.019701086956521802,0.5539358600583091,0.3834355828220859,0.2723076923076923,False,True,False,False,False,False,False,False,False,False,1,Very low,Low risk,80-day practical cushion; 1 risk flag(s)
729,Boone,2024,27926994.97,28499659.19,6777693.06,5609023.24,5139.01,,,,,,6952508.109999999,2026.0,28499659.0,5699932.0,5614162.0,85770.0,85770.0,Max,2037.5,7896353.0,3875.510674846626,5614162.25,CAR (split),5609023.24,5139.01,False,False,Boone,0.1968101864870055,0.19699050478364685,0.23781663544868514,,71.835718067757,71.9015342460311,,0.0030095096726663697,1.0,0.0,0.27706833079501114,-0.02050575869746012,0.0020659273352962083,2,-0.02735344662974994,0.5148809523809523,0.4043887147335423,0.5172413793103449,False,True,True,False,False,False,True,False,False,False,3,Low,Low risk,72-day practical cushion; 3 risk flag(s)
747,Boyden-Hull,2017,7180903.0,7095915.0,1350686.0,,,621903.0,339423.0,787352.0,0.0,21763.0,3252836.0,,,,,,,,611.6,2406588.0,3934.9051667756703,,missing,,,False,False,Boyden-Hull,,,0.19034698132658015,,,,,,,,0.33915118769038244,0.011835280326165107,,0,,,0.7777777777777778,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
747,Boyden-Hull,2018,7377602.0,7264563.0,1463723.0,,,736080.0,547249.0,956377.0,9660424.0,25679.0,13548183.0,,,,,,,,603.8,2435631.0,4033.837363365353,,missing,,,False,False,Boyden-Hull,,,0.20148810052304592,,,,,,,,0.3352756387411053,0.015321916254089065,0.013578598290127086,0,,,0.7447447447447447,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
747,Boyden-Hull,2019,7260088.88,7401046.94,1322765.05,,,744666.56,786054.49,1472213.86,5081252.23,41288.73,9615297.7,,,,,,,,596.2,2376803.0,3986.586715867159,,missing,,,False,False,Boyden-Hull,,,0.1787267478133303,,,,,,,,0.3211441596396631,-0.01941547305134376,0.0025805745096368037,1,,,0.6422018348623854,,,True,False,False,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
747,Boyden-Hull,2020,7383581.4,7474455.05,1231891.4,,,804521.03,759156.1,1965020.08,242159.7,51565.7,5226507.95,2022.0,7474455.0,1494891.0,505215.0,989676.0,400000.0,,589.3,2290623.0,3887.023587306975,505215.0,SBRC (combined),,,False,False,Boyden-Hull,,0.06759221864609381,0.1648135404868078,0.17522829707832682,,24.671159805824242,63.95832843358929,0.0535156071344626,0.40417267873526286,589676.0,0.3064602014029103,-0.012307530055807259,-0.0054670289510206525,2,-0.036461739699149884,0.0764525993883792,0.5443425076452599,0.8256880733944955,,True,True,False,True,True,False,False,False,False,4,Moderate,High risk,25-day practical cushion; 4 risk flag(s)
747,Boyden-Hull,2021,8165859.86,7991155.04,1406596.22,,,792433.78,783600.02,1952745.05,0.0,70974.77,5157046.26,2023.0,7991155.0,1598231.0,654801.0,943430.0,445000.0,,588.6,2397465.0,4073.165137614679,654801.0,SBRC (combined),,,False,False,Boyden-Hull,,0.08194072029917718,0.17601913777911132,0.18110458034612228,,29.90836290919967,66.10317182633463,0.055686568183515056,0.4716831137445279,498430.0,0.30001482739346275,0.02139454056219871,-0.0034428208483174363,0,-0.025173898641934304,0.0764525993883792,0.4801223241590214,0.8470948012232415,,False,False,False,False,True,False,False,False,False,1,Moderate,Moderate risk,30-day practical cushion; 1 risk flag(s)
